ID,UserId,CourseId,Progress,StartDate,Completed
EN0537,EMP230,COR1943,51,2022-04-12,0
EN0538,EMP272,COR1490,100,2022-04-13,1
EN0539,EMP248,COR1957,100,2022-04-13,1
EN0540,EMP267,COR1987,72,2022-04-13,0
EN0541,EMP010,COR0992,100,2022-04-13,1
EN0542,EMP006,COR0760,100,2022-04-14,1
EN0543,EMP299,COR0421,100,2022-04-14,1
EN0544,EMP035,COR0876,48,2022-04-15,0
EN0545,EMP092,COR1167,100,2022-04-15,1
EN0546,EMP162,COR0959,100,2022-04-15,1
EN0547,EMP297,COR0961,100,2022-04-15,1
EN0548,EMP259,COR0240,76,2022-04-15,0
EN0549,EMP096,COR1465,38,2022-04-16,0
EN0550,EMP260,COR1275,100,2022-04-16,1
EN0551,EMP098,COR1224,79,2022-04-16,0
EN0552,EMP200,COR1861,100,2022-04-17,1
EN0553,EMP198,COR0347,100,2022-04-17,1
EN0554,EMP080,COR1604,100,2022-04-17,1
EN0555,EMP043,COR0474,100,2022-04-17,1
EN0556,EMP200,COR0108,100,2022-04-17,1
EN0557,EMP176,COR0608,62,2022-04-18,0
EN0558,EMP065,COR1390,100,2022-04-18,1
EN0559,EMP163,COR0469,19,2022-04-18,0
EN0560,EMP180,COR1525,3,2022-04-19,0
EN0561,EMP166,COR0043,97,2022-04-19,0
EN0562,EMP244,COR0372,100,2022-04-19,1
EN0563,EMP192,COR1382,100,2022-04-19,1
EN0564,EMP109,COR0093,100,2022-04-19,1
EN0565,EMP043,COR0885,100,2022-04-19,1
EN0566,EMP014,COR1782,52,2022-04-20,0
EN0567,EMP257,COR1422,100,2022-04-20,1
EN0568,EMP263,COR0064,25,2022-04-20,0
EN0569,EMP079,COR1051,100,2022-04-20,1
EN0570,EMP280,COR0505,7,2022-04-21,0
EN0571,EMP245,COR0450,59,2022-04-21,0
EN0572,EMP217,COR0340,100,2022-04-21,1
EN0573,EMP132,COR0786,100,2022-04-21,1
EN0574,EMP209,COR0039,3,2022-04-21,0
EN0575,EMP296,COR0593,24,2022-04-21,0
EN0576,EMP224,COR0807,100,2022-04-22,1
EN0577,EMP224,COR1769,22,2022-04-22,0
EN0578,EMP051,COR1823,12,2022-04-22,0
EN0579,EMP244,COR0511,26,2022-04-22,0
EN0580,EMP209,COR0349,100,2022-04-22,1
EN0581,EMP217,COR0980,100,2022-04-22,1
EN0582,EMP156,COR0438,100,2022-04-23,1
EN0583,EMP176,COR1993,100,2022-04-23,1
EN0584,EMP007,COR1911,100,2022-04-23,1
EN0585,EMP124,COR0182,100,2022-04-23,1
EN0586,EMP029,COR0424,89,2022-04-23,0
EN0587,EMP237,COR1110,20,2022-04-24,0
EN0588,EMP266,COR1509,30,2022-04-24,0
EN0589,EMP099,COR1904,100,2022-04-25,1
EN0590,EMP298,COR0462,100,2022-04-25,1
EN0591,EMP169,COR0085,100,2022-04-25,1
EN0592,EMP118,COR1463,23,2022-04-25,0
EN0593,EMP010,COR1028,97,2022-04-25,0
EN0594,EMP087,COR1273,80,2022-04-25,0
EN0595,EMP071,COR1683,100,2022-04-25,1
EN0596,EMP111,COR1772,100,2022-04-25,1
EN0597,EMP182,COR1952,82,2022-04-25,0
EN0598,EMP097,COR1587,100,2022-04-25,1
EN0599,EMP071,COR1245,100,2022-04-26,1
EN0600,EMP010,COR0233,100,2022-04-26,1
EN0601,EMP134,COR1342,9,2022-04-26,0
EN0602,EMP002,COR1585,100,2022-04-26,1
EN0603,EMP240,COR0185,100,2022-04-26,1
EN0604,EMP278,COR1453,58,2022-04-26,0
EN0605,EMP202,COR0694,100,2022-04-27,1
EN0606,EMP122,COR1566,100,2022-04-27,1
EN0607,EMP109,COR0220,100,2022-04-27,1
EN0608,EMP065,COR1919,100,2022-04-27,1
EN0609,EMP019,COR1160,62,2022-04-27,0
EN0610,EMP013,COR0709,9,2022-04-27,0
EN0611,EMP188,COR0713,100,2022-04-27,1
EN0612,EMP066,COR0580,100,2022-04-28,1
EN0613,EMP266,COR0272,44,2022-04-28,0
EN0614,EMP126,COR0642,52,2022-04-28,0
EN0615,EMP290,COR0145,81,2022-04-29,0
EN0616,EMP076,COR0770,100,2022-04-29,1
EN0617,EMP187,COR0845,100,2022-04-30,1
EN0618,EMP223,COR1913,100,2022-04-30,1
EN0619,EMP077,COR0194,100,2022-04-30,1
EN0620,EMP207,COR0867,31,2022-04-30,0
EN0621,EMP016,COR1427,100,2022-04-30,1
EN0622,EMP043,COR0270,100,2022-05-01,1
EN0623,EMP194,COR0008,100,2022-05-01,1
EN0624,EMP065,COR0753,26,2022-05-01,0
EN0625,EMP094,COR0467,50,2022-05-01,0
EN0626,EMP136,COR1235,100,2022-05-01,1
EN0627,EMP122,COR1209,100,2022-05-01,1
EN0628,EMP190,COR0559,100,2022-05-02,1
EN0629,EMP041,COR1399,44,2022-05-02,0
EN0630,EMP181,COR1831,50,2022-05-02,0
EN0631,EMP225,COR1604,100,2022-05-02,1
EN0632,EMP246,COR1988,100,2022-05-02,1
EN0633,EMP046,COR0939,49,2022-05-02,0
EN0634,EMP016,COR0047,2,2022-05-02,0
EN0635,EMP035,COR1799,100,2022-05-02,1
EN0636,EMP093,COR1124,100,2022-05-03,1
EN0637,EMP029,COR0292,100,2022-05-03,1
EN0638,EMP266,COR0594,95,2022-05-03,0
EN0639,EMP099,COR1190,100,2022-05-03,1
EN0640,EMP193,COR1491,100,2022-05-04,1
EN0641,EMP081,COR0629,59,2022-05-04,0
EN0642,EMP272,COR0595,5,2022-05-05,0
EN0643,EMP208,COR0109,100,2022-05-05,1
EN0644,EMP258,COR1933,45,2022-05-05,0
EN0645,EMP132,COR1565,84,2022-05-06,0
EN0646,EMP247,COR1425,100,2022-05-06,1
EN0647,EMP214,COR1548,94,2022-05-06,0
EN0648,EMP070,COR1834,91,2022-05-06,0
EN0649,EMP268,COR0180,43,2022-05-06,0
EN0650,EMP251,COR1637,100,2022-05-07,1
EN0651,EMP034,COR1554,100,2022-05-07,1
EN0652,EMP068,COR1761,58,2022-05-07,0
EN0653,EMP251,COR0477,100,2022-05-07,1
EN0654,EMP143,COR1163,100,2022-05-07,1
EN0655,EMP135,COR0275,63,2022-05-07,0
EN0656,EMP190,COR1926,100,2022-05-07,1
EN0657,EMP145,COR1142,100,2022-05-07,1
EN0658,EMP210,COR1223,100,2022-05-08,1
EN0659,EMP249,COR0398,82,2022-05-08,0
EN0660,EMP207,COR0620,100,2022-05-08,1
EN0661,EMP116,COR1787,100,2022-05-08,1
EN0662,EMP141,COR1585,49,2022-05-08,0
EN0663,EMP291,COR1014,100,2022-05-08,1
EN0664,EMP264,COR0099,100,2022-05-08,1
EN0665,EMP045,COR0948,10,2022-05-09,0
EN0666,EMP259,COR0731,100,2022-05-09,1
EN0667,EMP016,COR1562,15,2022-05-09,0
EN0668,EMP044,COR0084,100,2022-05-09,1
EN0669,EMP002,COR1879,93,2022-05-09,0
EN0670,EMP278,COR1900,100,2022-05-09,1
EN0671,EMP190,COR1542,100,2022-05-09,1
EN0672,EMP228,COR0823,100,2022-05-09,1
EN0673,EMP078,COR1021,100,2022-05-09,1
EN0674,EMP184,COR1148,1,2022-05-10,0
EN0675,EMP218,COR0657,63,2022-05-10,0
EN0676,EMP103,COR1389,32,2022-05-10,0
EN0677,EMP084,COR1519,66,2022-05-10,0
EN0678,EMP030,COR0025,41,2022-05-10,0
EN0679,EMP100,COR1481,94,2022-05-10,0
EN0680,EMP260,COR1708,100,2022-05-10,1
EN0681,EMP208,COR1674,100,2022-05-11,1
EN0682,EMP206,COR0164,100,2022-05-11,1
EN0683,EMP039,COR0344,100,2022-05-11,1
EN0684,EMP257,COR1998,96,2022-05-11,0
EN0685,EMP069,COR0509,100,2022-05-11,1
EN0686,EMP069,COR1346,100,2022-05-12,1
EN0687,EMP122,COR1536,53,2022-05-12,0
EN0688,EMP145,COR1958,100,2022-05-12,1
EN0689,EMP090,COR0703,100,2022-05-13,1
EN0690,EMP238,COR1848,100,2022-05-13,1
EN0691,EMP297,COR1108,37,2022-05-13,0
EN0692,EMP036,COR1725,100,2022-05-13,1
EN0693,EMP263,COR0758,55,2022-05-13,0
EN0694,EMP258,COR1969,21,2022-05-13,0
EN0695,EMP104,COR0796,100,2022-05-13,1
EN0696,EMP128,COR0877,24,2022-05-13,0
EN0697,EMP079,COR0775,57,2022-05-14,0
EN0698,EMP248,COR1659,73,2022-05-14,0
EN0699,EMP231,COR0414,100,2022-05-14,1
EN0700,EMP157,COR0270,71,2022-05-14,0
EN0701,EMP188,COR0763,7,2022-05-15,0
EN0702,EMP257,COR0852,43,2022-05-15,0
EN0703,EMP125,COR0628,34,2022-05-15,0
EN0704,EMP233,COR0821,20,2022-05-15,0
EN0705,EMP152,COR1390,19,2022-05-15,0
EN0706,EMP036,COR1139,100,2022-05-15,1
EN0707,EMP203,COR0695,100,2022-05-16,1
EN0708,EMP039,COR1507,94,2022-05-16,0
EN0709,EMP277,COR1510,100,2022-05-16,1
EN0710,EMP254,COR0263,70,2022-05-16,0
EN0711,EMP042,COR0754,100,2022-05-16,1
EN0712,EMP056,COR1442,100,2022-05-17,1
EN0713,EMP281,COR0432,100,2022-05-17,1
EN0714,EMP248,COR0567,100,2022-05-17,1
EN0715,EMP077,COR0667,55,2022-05-17,0
EN0716,EMP203,COR0890,90,2022-05-17,0
EN0717,EMP118,COR0497,38,2022-05-17,0
EN0718,EMP102,COR1883,48,2022-05-17,0
EN0719,EMP273,COR0101,100,2022-05-18,1
EN0720,EMP278,COR0146,100,2022-05-18,1
EN0721,EMP281,COR0989,100,2022-05-18,1
EN0722,EMP070,COR1273,100,2022-05-18,1
EN0723,EMP232,COR1098,100,2022-05-18,1
EN0724,EMP278,COR1030,100,2022-05-19,1
EN0725,EMP059,COR0318,100,2022-05-19,1
EN0726,EMP163,COR0656,100,2022-05-19,1
EN0727,EMP206,COR1863,100,2022-05-19,1
EN0728,EMP042,COR1574,100,2022-05-19,1
EN0729,EMP092,COR1652,100,2022-05-20,1
EN0730,EMP136,COR1694,100,2022-05-20,1
EN0731,EMP024,COR1667,100,2022-05-20,1
EN0732,EMP247,COR0222,100,2022-05-20,1
EN0733,EMP234,COR1419,39,2022-05-21,0
EN0734,EMP221,COR0943,100,2022-05-21,1
EN0735,EMP092,COR0078,54,2022-05-21,0
EN0736,EMP098,COR1283,100,2022-05-21,1
EN0737,EMP039,COR0599,100,2022-05-21,1
EN0738,EMP007,COR1235,100,2022-05-22,1
EN0739,EMP112,COR1323,39,2022-05-22,0
EN0740,EMP057,COR1979,52,2022-05-22,0
EN0741,EMP219,COR0848,100,2022-05-22,1
EN0742,EMP149,COR0925,100,2022-05-22,1
EN0743,EMP111,COR1271,100,2022-05-22,1
EN0744,EMP098,COR1792,100,2022-05-23,1
EN0745,EMP279,COR1184,65,2022-05-23,0
EN0746,EMP044,COR1253,100,2022-05-23,1
EN0747,EMP189,COR0384,100,2022-05-23,1
EN0748,EMP267,COR1037,100,2022-05-23,1
EN0749,EMP056,COR1114,100,2022-05-23,1
EN0750,EMP095,COR0471,36,2022-05-23,0
EN0751,EMP169,COR1677,100,2022-05-23,1
EN0752,EMP208,COR0324,100,2022-05-23,1
EN0753,EMP076,COR1808,100,2022-05-24,1
EN0754,EMP266,COR1338,100,2022-05-24,1
EN0755,EMP210,COR1325,28,2022-05-24,0
EN0756,EMP086,COR1090,100,2022-05-24,1
EN0757,EMP158,COR1745,27,2022-05-24,0
EN0758,EMP047,COR0914,100,2022-05-24,1
EN0759,EMP136,COR0445,69,2022-05-25,0
EN0760,EMP010,COR1839,100,2022-05-25,1
EN0761,EMP054,COR1022,45,2022-05-25,0
EN0762,EMP261,COR1430,100,2022-05-25,1
EN0763,EMP225,COR1530,90,2022-05-25,0
EN0764,EMP233,COR0424,100,2022-05-25,1
EN0765,EMP108,COR0170,22,2022-05-26,0
EN0766,EMP137,COR0289,100,2022-05-26,1
EN0767,EMP143,COR1938,7,2022-05-26,0
EN0768,EMP285,COR1020,100,2022-05-27,1
EN0769,EMP062,COR0038,100,2022-05-27,1
EN0770,EMP208,COR1189,100,2022-05-28,1
EN0771,EMP103,COR1405,100,2022-05-28,1
EN0772,EMP129,COR0726,100,2022-05-28,1
EN0773,EMP196,COR0158,100,2022-05-28,1
EN0774,EMP045,COR1318,32,2022-05-28,0
EN0775,EMP138,COR1204,100,2022-05-28,1
EN0776,EMP109,COR0476,100,2022-05-28,1
EN0777,EMP154,COR0244,34,2022-05-29,0
EN0778,EMP097,COR0752,29,2022-05-29,0
EN0779,EMP068,COR0213,46,2022-05-29,0
EN0780,EMP076,COR1120,5,2022-05-29,0
EN0781,EMP144,COR0375,67,2022-05-29,0
EN0782,EMP057,COR1444,100,2022-05-29,1
EN0783,EMP029,COR0570,100,2022-05-30,1
EN0784,EMP150,COR1877,100,2022-05-30,1
EN0785,EMP101,COR1495,100,2022-05-30,1
EN0786,EMP007,COR1933,35,2022-05-30,0
EN0787,EMP090,COR0705,100,2022-05-30,1
EN0788,EMP248,COR0401,100,2022-05-31,1
EN0789,EMP112,COR1506,100,2022-05-31,1
EN0790,EMP106,COR0386,100,2022-05-31,1
EN0791,EMP053,COR0731,51,2022-05-31,0
EN0792,EMP285,COR0422,100,2022-05-31,1
EN0793,EMP021,COR1357,100,2022-05-31,1
EN0794,EMP104,COR1288,5,2022-05-31,0
EN0795,EMP010,COR0299,100,2022-06-01,1
EN0796,EMP076,COR0016,100,2022-06-01,1
EN0797,EMP057,COR1916,100,2022-06-02,1
EN0798,EMP278,COR0934,67,2022-06-02,0
EN0799,EMP271,COR0252,100,2022-06-02,1
EN0800,EMP076,COR1742,85,2022-06-02,0
EN0801,EMP132,COR0498,100,2022-06-02,1
EN0802,EMP083,COR0418,100,2022-06-02,1
EN0803,EMP202,COR1106,100,2022-06-02,1
EN0804,EMP012,COR1163,100,2022-06-03,1
EN0805,EMP278,COR1819,46,2022-06-03,0
EN0806,EMP208,COR0861,100,2022-06-03,1
EN0807,EMP150,COR0087,100,2022-06-03,1
EN0808,EMP215,COR0264,100,2022-06-03,1
EN0809,EMP251,COR1543,100,2022-06-04,1
EN0810,EMP150,COR1473,94,2022-06-05,0
EN0811,EMP152,COR0733,100,2022-06-05,1
EN0812,EMP177,COR1415,97,2022-06-05,0
EN0813,EMP267,COR1397,100,2022-06-05,1
EN0814,EMP158,COR0447,84,2022-06-05,0
EN0815,EMP274,COR0226,89,2022-06-05,0
EN0816,EMP049,COR1007,100,2022-06-06,1
EN0817,EMP242,COR1872,100,2022-06-07,1
EN0818,EMP111,COR0131,100,2022-06-07,1
EN0819,EMP278,COR1207,100,2022-06-08,1
EN0820,EMP276,COR0386,100,2022-06-08,1
EN0821,EMP028,COR0076,100,2022-06-08,1
EN0822,EMP165,COR1761,100,2022-06-09,1
EN0823,EMP154,COR0027,75,2022-06-09,0
EN0824,EMP086,COR0008,100,2022-06-09,1
EN0825,EMP288,COR0175,63,2022-06-10,0
EN0826,EMP150,COR0280,5,2022-06-10,0
EN0827,EMP004,COR0993,46,2022-06-10,0
EN0828,EMP158,COR0405,100,2022-06-10,1
EN0829,EMP037,COR0057,100,2022-06-10,1
EN0830,EMP104,COR1152,71,2022-06-11,0
EN0831,EMP264,COR0095,100,2022-06-11,1
EN0832,EMP161,COR1575,100,2022-06-11,1
EN0833,EMP112,COR1184,100,2022-06-11,1
EN0834,EMP183,COR0457,82,2022-06-11,0
EN0835,EMP210,COR1811,100,2022-06-11,1
EN0836,EMP207,COR0879,100,2022-06-12,1
EN0837,EMP175,COR0260,64,2022-06-12,0
EN0838,EMP007,COR1110,100,2022-06-12,1
EN0839,EMP273,COR0717,24,2022-06-12,0
EN0840,EMP060,COR0100,89,2022-06-12,0
EN0841,EMP242,COR1235,74,2022-06-12,0
EN0842,EMP215,COR1054,40,2022-06-12,0
EN0843,EMP262,COR1271,51,2022-06-12,0
EN0844,EMP156,COR1219,100,2022-06-13,1
EN0845,EMP018,COR1585,100,2022-06-13,1
EN0846,EMP288,COR1633,100,2022-06-13,1
EN0847,EMP111,COR1166,100,2022-06-13,1
EN0848,EMP094,COR1592,67,2022-06-13,0
EN0849,EMP090,COR1348,100,2022-06-14,1
EN0850,EMP097,COR1071,100,2022-06-14,1
EN0851,EMP007,COR0101,100,2022-06-14,1
EN0852,EMP065,COR0049,100,2022-06-14,1
EN0853,EMP044,COR1294,35,2022-06-14,0
EN0854,EMP209,COR1613,3,2022-06-15,0
EN0855,EMP022,COR0273,100,2022-06-15,1
EN0856,EMP008,COR0380,70,2022-06-15,0
EN0857,EMP265,COR0198,77,2022-06-15,0
EN0858,EMP039,COR1836,100,2022-06-15,1
EN0859,EMP195,COR0675,88,2022-06-16,0
EN0860,EMP149,COR0601,60,2022-06-16,0
EN0861,EMP112,COR0966,100,2022-06-16,1
EN0862,EMP203,COR0807,100,2022-06-17,1
EN0863,EMP194,COR0248,100,2022-06-17,1
EN0864,EMP297,COR0718,100,2022-06-17,1
EN0865,EMP066,COR0058,31,2022-06-17,0
EN0866,EMP179,COR0288,96,2022-06-17,0
EN0867,EMP221,COR1842,84,2022-06-17,0
EN0868,EMP094,COR0271,91,2022-06-17,0
EN0869,EMP155,COR0728,61,2022-06-17,0
EN0870,EMP291,COR0277,100,2022-06-18,1
EN0871,EMP278,COR0430,56,2022-06-18,0
EN0872,EMP052,COR0641,55,2022-06-18,0
EN0873,EMP271,COR0850,33,2022-06-18,0
EN0874,EMP133,COR1022,100,2022-06-18,1
EN0875,EMP290,COR0510,100,2022-06-18,1
EN0876,EMP291,COR1423,100,2022-06-19,1
EN0877,EMP052,COR0531,100,2022-06-19,1
EN0878,EMP264,COR0737,100,2022-06-20,1
EN0879,EMP262,COR1541,100,2022-06-20,1
EN0880,EMP198,COR1573,24,2022-06-20,0
EN0881,EMP010,COR1270,100,2022-06-21,1
EN0882,EMP172,COR0986,100,2022-06-21,1
EN0883,EMP177,COR0301,99,2022-06-21,0
EN0884,EMP187,COR0840,8,2022-06-21,0
EN0885,EMP077,COR1945,100,2022-06-21,1
EN0886,EMP099,COR1338,100,2022-06-22,1
EN0887,EMP212,COR1757,100,2022-06-22,1
EN0888,EMP264,COR1172,100,2022-06-22,1
EN0889,EMP073,COR0892,35,2022-06-22,0
EN0890,EMP159,COR0225,16,2022-06-22,0
EN0891,EMP186,COR0491,81,2022-06-22,0
EN0892,EMP021,COR0256,100,2022-06-22,1
EN0893,EMP223,COR0047,41,2022-06-22,0
EN0894,EMP196,COR0619,100,2022-06-22,1
EN0895,EMP237,COR0035,100,2022-06-23,1
EN0896,EMP209,COR0236,100,2022-06-23,1
EN0897,EMP141,COR0830,89,2022-06-23,0
EN0898,EMP002,COR1383,95,2022-06-23,0
EN0899,EMP192,COR0120,91,2022-06-23,0
EN0900,EMP111,COR1958,67,2022-06-24,0
EN0901,EMP065,COR0657,66,2022-06-24,0
EN0902,EMP179,COR1639,100,2022-06-24,1
EN0903,EMP004,COR0837,100,2022-06-25,1
EN0904,EMP042,COR0519,80,2022-06-26,0
EN0905,EMP219,COR1075,100,2022-06-26,1
EN0906,EMP009,COR0217,100,2022-06-26,1
EN0907,EMP011,COR0747,25,2022-06-26,0
EN0908,EMP149,COR0624,100,2022-06-27,1
EN0909,EMP257,COR1768,22,2022-06-27,0
EN0910,EMP257,COR1379,100,2022-06-27,1
EN0911,EMP006,COR0857,100,2022-06-27,1
EN0912,EMP173,COR1178,100,2022-06-27,1
EN0913,EMP052,COR1882,100,2022-06-27,1
EN0914,EMP299,COR1663,62,2022-06-28,0
EN0915,EMP260,COR1598,100,2022-06-28,1
EN0916,EMP264,COR1182,29,2022-06-28,0
EN0917,EMP133,COR0705,23,2022-06-28,0
EN0918,EMP100,COR0543,16,2022-06-29,0
EN0919,EMP244,COR1342,9,2022-06-29,0
EN0920,EMP106,COR1839,100,2022-06-29,1
EN0921,EMP092,COR0729,92,2022-06-29,0
EN0922,EMP127,COR0912,28,2022-06-29,0
EN0923,EMP217,COR1622,100,2022-06-29,1
EN0924,EMP248,COR0642,100,2022-06-29,1
EN0925,EMP017,COR0282,42,2022-06-30,0
EN0926,EMP092,COR1175,100,2022-06-30,1
EN0927,EMP153,COR0811,5,2022-06-30,0
EN0928,EMP028,COR0976,3,2022-06-30,0
EN0929,EMP001,COR1923,21,2022-06-30,0
EN0930,EMP130,COR0609,100,2022-06-30,1
EN0931,EMP137,COR1310,100,2022-06-30,1
EN0932,EMP181,COR0559,100,2022-07-01,1
EN0933,EMP049,COR0602,100,2022-07-01,1
EN0934,EMP251,COR0093,100,2022-07-01,1
EN0935,EMP272,COR1882,100,2022-07-01,1
EN0936,EMP122,COR1127,94,2022-07-01,0
EN0937,EMP078,COR1015,100,2022-07-01,1
EN0938,EMP013,COR0061,100,2022-07-01,1
EN0939,EMP024,COR1133,9,2022-07-02,0
EN0940,EMP163,COR1100,100,2022-07-02,1
EN0941,EMP250,COR0026,100,2022-07-02,1
EN0942,EMP100,COR0031,100,2022-07-02,1
EN0943,EMP111,COR1250,100,2022-07-02,1
EN0944,EMP037,COR1605,100,2022-07-03,1
EN0945,EMP181,COR1169,100,2022-07-03,1
EN0946,EMP133,COR0574,100,2022-07-03,1
EN0947,EMP219,COR0975,100,2022-07-03,1
EN0948,EMP090,COR1005,100,2022-07-03,1
EN0949,EMP004,COR0251,100,2022-07-04,1
EN0950,EMP201,COR1143,55,2022-07-04,0
EN0951,EMP225,COR1157,98,2022-07-04,0
EN0952,EMP262,COR0438,100,2022-07-05,1
EN0953,EMP086,COR0386,99,2022-07-05,0
EN0954,EMP300,COR1268,63,2022-07-05,0
EN0955,EMP028,COR1315,100,2022-07-05,1
EN0956,EMP099,COR0124,31,2022-07-06,0
EN0957,EMP251,COR1024,100,2022-07-06,1
EN0958,EMP265,COR0775,48,2022-07-06,0
EN0959,EMP036,COR0993,100,2022-07-06,1
EN0960,EMP024,COR1425,100,2022-07-06,1
EN0961,EMP138,COR0113,100,2022-07-06,1
EN0962,EMP001,COR0322,100,2022-07-07,1
EN0963,EMP274,COR0097,13,2022-07-07,0
EN0964,EMP254,COR0735,100,2022-07-07,1
EN0965,EMP271,COR0244,100,2022-07-07,1
EN0966,EMP172,COR0171,100,2022-07-08,1
EN0967,EMP294,COR1068,20,2022-07-08,0
EN0968,EMP255,COR0050,84,2022-07-08,0
EN0969,EMP247,COR0624,100,2022-07-08,1
EN0970,EMP065,COR0870,100,2022-07-08,1
EN0971,EMP196,COR0973,13,2022-07-09,0
EN0972,EMP261,COR1043,100,2022-07-09,1
EN0973,EMP017,COR1559,100,2022-07-10,1
EN0974,EMP011,COR0477,100,2022-07-10,0
EN0975,EMP037,COR1169,100,2022-07-10,1
EN0976,EMP218,COR1974,53,2022-07-11,0
EN0977,EMP099,COR0219,100,2022-07-11,1
EN0978,EMP133,COR1852,100,2022-07-12,1
EN0979,EMP162,COR0342,34,2022-07-12,0
EN0980,EMP224,COR0384,90,2022-07-13,0
EN0981,EMP021,COR0181,23,2022-07-13,0
EN0982,EMP143,COR1864,100,2022-07-13,1
EN0983,EMP033,COR1457,100,2022-07-13,1
EN0984,EMP288,COR1787,100,2022-07-14,1
EN0985,EMP009,COR0576,100,2022-07-14,1
EN0986,EMP070,COR1821,100,2022-07-14,1
EN0987,EMP018,COR1056,14,2022-07-14,0
EN0988,EMP104,COR1844,100,2022-07-15,1
EN0989,EMP033,COR1352,37,2022-07-15,0
EN0990,EMP024,COR1861,21,2022-07-15,0
EN0991,EMP272,COR1751,49,2022-07-15,0
EN0992,EMP246,COR1284,52,2022-07-16,0
EN0993,EMP242,COR1237,1,2022-07-17,0
EN0994,EMP104,COR1270,100,2022-07-17,1
EN0995,EMP252,COR1642,100,2022-07-17,1
EN0996,EMP279,COR0469,56,2022-07-17,0
EN0997,EMP037,COR1811,100,2022-07-18,1
EN0998,EMP163,COR0293,40,2022-07-18,0
EN0999,EMP264,COR1849,100,2022-07-18,1
EN1000,EMP028,COR0743,61,2022-07-18,0
EN1001,EMP238,COR0970,100,2022-07-18,1
EN1002,EMP221,COR1576,100,2022-07-18,1
EN1003,EMP132,COR1567,100,2022-07-19,1
EN1004,EMP193,COR1872,9,2022-07-19,0
EN1005,EMP009,COR1150,100,2022-07-19,1
EN1006,EMP244,COR0966,100,2022-07-20,1
EN1007,EMP164,COR1029,34,2022-07-20,0
EN1008,EMP097,COR1810,100,2022-07-20,1
EN1009,EMP102,COR1930,54,2022-07-20,0
EN1010,EMP106,COR0489,100,2022-07-21,1
EN1011,EMP294,COR0341,6,2022-07-22,0
EN1012,EMP248,COR1037,76,2022-07-22,0
EN1013,EMP048,COR0871,95,2022-07-22,0
EN1014,EMP052,COR1772,2,2022-07-22,0
EN1015,EMP004,COR0423,57,2022-07-22,0
EN1016,EMP176,COR0508,100,2022-07-23,1
EN1017,EMP210,COR1706,100,2022-07-23,1
EN1018,EMP117,COR1734,100,2022-07-23,1
EN1019,EMP133,COR0843,100,2022-07-24,1
EN1020,EMP056,COR1435,100,2022-07-24,1
EN1021,EMP106,COR1960,100,2022-07-24,1
EN1022,EMP065,COR0422,31,2022-07-24,0
EN1023,EMP122,COR1350,100,2022-07-24,1
EN1024,EMP021,COR1443,100,2022-07-25,1
EN1025,EMP276,COR0974,76,2022-07-25,0
EN1026,EMP048,COR1841,78,2022-07-25,0
EN1027,EMP208,COR1656,100,2022-07-25,1
EN1028,EMP057,COR0207,100,2022-07-25,1
EN1029,EMP225,COR1051,100,2022-07-25,1
EN1030,EMP096,COR1014,85,2022-07-26,0
EN1031,EMP277,COR1092,40,2022-07-26,0
EN1032,EMP231,COR0319,100,2022-07-26,1
EN1033,EMP293,COR0461,58,2022-07-26,0
EN1034,EMP117,COR1229,100,2022-07-26,1
EN1035,EMP064,COR0965,34,2022-07-27,0
EN1036,EMP231,COR1036,100,2022-07-27,1
EN1037,EMP042,COR1548,95,2022-07-27,0
EN1038,EMP083,COR0587,100,2022-07-27,1
EN1039,EMP201,COR1039,100,2022-07-27,1
EN1040,EMP285,COR0366,49,2022-07-28,0
EN1041,EMP215,COR1405,55,2022-07-28,0
EN1042,EMP224,COR0843,100,2022-07-28,1
EN1043,EMP294,COR0439,11,2022-07-28,0
EN1044,EMP004,COR1485,100,2022-07-28,1
EN1045,EMP049,COR0070,100,2022-07-28,1
EN1046,EMP210,COR0796,100,2022-07-28,1
EN1047,EMP097,COR0097,66,2022-07-28,0
EN1048,EMP114,COR0427,69,2022-07-29,0
EN1049,EMP224,COR1402,100,2022-07-29,1
EN1050,EMP006,COR1465,100,2022-07-29,1
EN1051,EMP077,COR0669,100,2022-07-29,1
EN1052,EMP162,COR1221,100,2022-07-30,1
EN1053,EMP146,COR1594,100,2022-07-30,1
EN1054,EMP167,COR1959,74,2022-07-30,0
EN1055,EMP149,COR0717,85,2022-07-30,0
EN1056,EMP230,COR1897,100,2022-07-30,1
EN1057,EMP133,COR1800,29,2022-07-30,0
EN1058,EMP106,COR0876,43,2022-07-30,0
EN1059,EMP256,COR1194,100,2022-07-30,1
EN1060,EMP093,COR1895,100,2022-07-31,1
EN1061,EMP083,COR1337,49,2022-07-31,0
EN1062,EMP238,COR1076,100,2022-07-31,1
EN1063,EMP106,COR0788,100,2022-07-31,1
EN1064,EMP166,COR1333,60,2022-07-31,0
EN1065,EMP103,COR1507,14,2022-08-01,0
EN1066,EMP258,COR1223,78,2022-08-01,0
EN1067,EMP252,COR1620,100,2022-08-01,1
EN1068,EMP163,COR0289,100,2022-08-01,1
EN1069,EMP138,COR0272,100,2022-08-01,1
EN1070,EMP276,COR0120,24,2022-08-01,0
EN1071,EMP203,COR0780,100,2022-08-01,1
EN1072,EMP228,COR0775,62,2022-08-02,0
EN1073,EMP248,COR1685,100,2022-08-02,1
