ID,Title,Short_Intro,Category,Enrollment,Completions,URL
COR0613,Introduction to Back-End Development,"Welcome to Introduction to Back-End Development, the first course in the Meta Back-End Developer program.  ",Mobile and Web Development,858,772,https://www.coursera.org/learn/introduction-to-back-end-development
COR0614,Politics and Economics of International Energy,"Energy issues have always been important in international relations, but in recent years may have become even more important than in the past due to the widespread awareness of existing limits to energy sources and negative climate impacts. The course discusses global trends in energy consumption and production, various available scenarios for potential developments in the coming decades, the availability of oil reserves and the evolution of the oil industry. It then discusses natural gas and highlights the differences between oil and gas. It will also discuss renewable energy sources, nuclear energy and EU energy policy.",Economics,4948,4205,https://www.coursera.org/learn/global-energy
COR0615,Finding Purpose and Meaning In Life: Living for What Matters Most,Welcome to Finding Purpose and Meaning in Life: Living for What Matters Most! ,Personal Development,1339,1286,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life
COR0616,Central Banks and Monetary Policy,"The purpose of this course is to provide you with an understanding of central bank policies and how such policies affect financial markets and the economy. The main aim of this course is to provide you with insights about the macroeconomic relationships between interest rates, inflation, and unemployment that allow you to assess central bank actions and appreciate how this action will affect the economy. The ability to extract relevant information from financial market and economic data about the macroeconomic environment and central bank actions is an important skill that will be useful for your decision-marking in your professional career and your personal financial choices.",Business Essentials,2823,2577,https://www.coursera.org/learn/central-banks-monetary-policies
COR0617,Leading Healthcare Quality and Safety,"Ensuring patient safety and healthcare quality is critical and should be a key focus of everyone in healthcare practice. This course provides healthcare practitioners and others with an introduction to the knowledge and skills needed to lead patient safety and quality improvement initiatives at the micro and macro levels. Participants will explore the foundations of health care quality and the science underlying patient safety and quality improvement, design and select effective health care measures, analyze patient safety problems and processes using tools such as human factors analysis, apply systematic approaches including the Plan-Do-Study-Act (PDSA) model to address quality improvement challenges, and learn strategies to lead a culture of change. The course takes a world view of patient safety and quality, linking participants to research and resources from the World Health Organization (WHO), the US Agency for Healthcare Research and Quality (AHRQ), the Joint Commission and other international organizations. Course highlights include personal stories, lessons learned from other industries and interviews with the President of the National Committee for Quality Assurance (NCQA) and other leaders in quality movement.",Healthcare Management,1378,1292,https://www.coursera.org/learn/quality-healthcare
COR0726,Build Wireframes and Low-Fidelity Prototypes,"Build Wireframes and Low-Fidelity Prototypes is the third course in a certificate program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you’ll continue to design a mobile app for your professional UX portfolio. You’ll start by creating storyboards and getting familiar with the basics of drawing. Then, you'll create paper wireframes and digital wireframes using the design tool Figma. You’ll also create a paper prototype and a digital low-fidelity prototype in Figma. ",Design and Product,3025,2341,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes
COR0618,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python","Interested in learning how to solve partial differential equations with numerical methods and how to turn them into python codes? This course provides you with a basic introduction how to apply methods like the finite-difference method, the pseudospectral method, the linear and spectral element method to the 1D (or 2D) scalar wave equation. The mathematical derivation of the computational algorithm is accompanied by python codes embedded in Jupyter notebooks. In a unique setup you can see how the mathematical equations are transformed to a computer code and the results visualized. The emphasis is on illustrating the fundamental mathematical ingredients of the various numerical methods (e.g., Taylor series, Fourier series, differentiation, function interpolation, numerical integration) and how they compare. You will be provided with strategies how to ensure your solutions are correct, for example benchmarking with analytical solutions or convergence tests. The mathematical aspects are complemented by a basic introduction to wave physics, discretization, meshes, parallel programming, computing models. ",Research Methods,1638,1282,https://www.coursera.org/learn/computers-waves-simulations
COR0619,Introduction to Clinical Data,This course introduces you to a framework for successful and ethical medical data mining. We will explore the variety of clinical data collected during the delivery of healthcare. You will learn to construct analysis-ready datasets and apply computational procedures to answer clinical questions. We will also explore issues of fairness and bias that may arise when we leverage healthcare data to make decisions about patient care.,Data Analysis,4860,4839,https://www.coursera.org/learn/introduction-clinical-data
COR0620,"The Modern World, Part Two: Global History since 1910","This is a survey of modern history from a global perspective.  Part Two begins early in the twentieth century, as older ways of doing things and habits of thought give way.  What follows is an era of cataclysmic struggles over what ideas and institutions will take their place.  The course concludes in the present day, as communities everywhere are transitioning into a new era of world history.  Again we work hard to grasp what is happening and ask:  Why?  Again we are drawn to pivotal choices made at key moments by individuals and communities.",History,4609,3047,https://www.coursera.org/learn/modern-world-2
COR0621,Word Forms and Simple Present Tense,"In this course, “Word Forms and Simple Present Tense,” you will learn about different word forms, like nouns, proper nouns, plural forms and singular forms. You will learn when to use the articles “a” and “an.” You will also learn about the BE verb in English, how to form it and when to use it. Then you will learn how to form other verbs in the simple present, including some spelling rules, and how to make negative forms.",Learning English,1571,1494,https://www.coursera.org/learn/word-forms-simple-present-tense
COR0622,ESG Impact: Investor Perspective,"In this course, you will analyze the importance of assessing stakeholder interest or salience in different ESG factors and industry variances. You will also evaluate the importance of ESG factors in your investment decisions, including how you can use them to create socially responsible portfolios with better-than-average returns.  You will also examine the risks associated with ESG investing and how they can affect the corporation’s profitability.",Finance,1877,1519,https://www.coursera.org/learn/esg-impact-investor-perspective
COR0623,"Federal Taxation I: Individuals, Employees, and Sole Proprietors","This course is the first course in a five-course US Federal Tax Specialization. It covers and focuses on the U.S. federal tax system as it relates to individuals, employees, and sole proprietors. Key concepts covered include gross income and items that are statutorily included or excluded in it, personal and business expenses that qualify as tax deductions, and the differing tax treatments for employees versus self-employed taxpayers. Unlike many other introductory courses in tax and as part of this course’s comprehensive wrap-up, learners will be provided with practical and tangible experience reporting both income and expenses on the main individual tax return used in the US, Form 1040.",Business Essentials,4022,2325,https://www.coursera.org/learn/federal-taxation-individuals
COR0624,Machine Translation,Welcome to the CLICS-Machine Translation MOOC,Machine Learning,4025,3614,https://www.coursera.org/learn/machinetranslation
COR0625,Feminism and Social Justice,"Feminism and Social Justice is an adaptation of Distinguished Professor Bettina Aptheker's long-running course at UC Santa Cruz. In the course, Professor Aptheker presents a broad definition of feminism that serves to frame three significant events in the history of feminism and social justice: the Empire Zinc strike of 1951, the 1971-1972 trial of Angela Davis, and the #metoo Movement.",History,981,691,https://www.coursera.org/learn/feminism-social-justice
COR0626,Introduction to Portfolio Construction and Analysis with Python,"The practice of investment management has been transformed in recent years by computational methods. This course provides an introduction to the underlying science, with the aim of giving you a thorough understanding of that scientific basis. However, instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. ",Finance,2891,2182,https://www.coursera.org/learn/introduction-portfolio-construction-python
COR0627,Introduction to Comparative Indo-European Linguistics,"Build your knowledge of Indo-European languages, how they changed through time, and how to reconstruct ancient languages. Every language belongs to a language family; a group of languages that are genetically related to each other. Indo-European is the name of the language family to which English belongs, along with many sub-families such as Germanic languages and Romance languages.",Other Languages,3832,3287,https://www.coursera.org/learn/comparative-indo-european-linguistics
COR0628,Linear Circuits 1: DC Analysis,"This course explains how to analyze circuits that have direct current (DC) current or voltage sources.  A DC source is one that is constant.  Circuits with resistors, capacitors, and inductors are covered, both analytically and experimentally. Some practical applications in sensors are demonstrated.",Electrical Engineering,4497,2402,https://www.coursera.org/learn/linear-circuits-dcanalysis
COR0629,Deep Neural Networks with PyTorch,"The course will teach you how to develop deep learning models using  Pytorch. The course will start with Pytorch's  tensors and Automatic differentiation package. Then each section will cover different models starting off with fundamentals such as Linear Regression, and logistic/softmax regression. Followed by  Feedforward deep neural networks, the role of different activation functions, normalization and dropout layers. Then Convolutional Neural Networks and Transfer learning will be covered. Finally, several other Deep learning methods will be covered.",Machine Learning,2270,2252,https://www.coursera.org/learn/deep-neural-networks-with-pytorch
COR0630,Introduction to Economic Theories,Wondering why economists have not predicted serious financial crises? Shocked by economic assumptions of human behavior as self-centered and focusing only on what can be measured? Asking yourself if there are no sensible economic alternatives to free markets? Then you are at the right place to learn economics! ,Economics,2380,1339,https://www.coursera.org/learn/intro-economic-theories
COR0631,Security & Safety Challenges in a Globalized World,"Security and safety challenges rank among the most pressing issues of modern times. Challenges such as, cyber-crime, terrorism, and environmental disasters impact the lives of millions across the globe. These issues also rank high on the agenda of politicians, international organizations and businesses. They also feature prominently in the public conscience and in governmental policies. ",Governance and Society,728,514,https://www.coursera.org/learn/security-safety-globalized-world
COR0632,AI Strategy and Governance,"In this course, you will discover AI and the strategies that are used in transforming business in order to gain a competitive advantage. You will explore the multitude of uses for AI in an enterprise setting and the tools that are available to lower the barriers to AI use. You will get a closer look at the purpose, function, and use-cases for explainable AI. This course will also provide you with the tools to build responsible AI governance algorithms as faculty dive into the large datasets that you can expect to see in an enterprise setting and how that affects the business on a greater scale. Finally, you will examine AI in the organizational structure, how AI is playing a crucial role in change management, and the risks with AI processes. By the end of this course, you will learn different strategies to recognize biases that exist within data, how to ensure that you maintain and build trust with user data and privacy, and what it takes to construct a responsible governance strategy. For additional reading, Professor Hosanagar's book A Human’s Guide to Machine Intelligence can be used as an additional resource for more extensive information on topics covered in this module.",Machine Learning,3653,3426,https://www.coursera.org/learn/wharton-ai-strategy-governance
COR0633,The Science of Stem Cells,"What promise do stem cells hold for the treatment of medical conditions? In this five-part online course you will explore the history and basic biology of stem cells, learn about new research techniques, and find out how stem cells could lead to cures for diseases and to individualized medicine. You will hear from Museum scientists, medical researchers at the frontiers of the field, and a panel of bioethics experts who will address the ethical implications of stem cell research and therapy.  Learn what has already been accomplished, what challenges remain, and what medical breakthroughs may lie ahead.",Basic Science,4509,2665,https://www.coursera.org/learn/stem-cells
COR0634,Nutrition and Lifestyle in Pregnancy,Nutrition and Lifestyle in Pregnancy offers an overview of the latest research findings and international recommendations on a variety of nutrition-related aspects and outcomes of pregnancy.  Ensuring a healthy nutritional status and lifestyle prior to and during pregnancy is one of the best ways to help support the healthy growth and development of the unborn child. We will look at how a healthy diet and lifestyle should ideally be achieved prior to conception and provide recommendations for pre-conception counselling of women.,Nutrition,658,448,https://www.coursera.org/learn/nutrition-pregnancy
COR0635,Introduction to Self-Driving Cars,"Welcome to Introduction to Self-Driving Cars, the first course in University of Toronto’s Self-Driving Cars Specialization. ",Software Development,4584,2637,https://www.coursera.org/learn/intro-self-driving-cars
COR0636,Business Models For Sustainability,"We can no longer ignore humans’ negative impact on the planet. While some parts of the world still can close their eyes to shared and global sustainability challenges, the negative consequences of human activity in other parts of the world have increasingly detrimental effects on the planet and people’s lives. For example, in recent years, global warming is leading to heavy rainfall at unusual times of the year. As a result, in India, some farmers have lost their entire cotton harvest. We also begin to see and understand the negative impacts of global plastic use and waste on nature, animals, and the things we eat. ",Business Strategy,3916,2247,https://www.coursera.org/learn/business-models-for-sustainability
COR0637,"Leading for Equity, Diversity and Inclusion in Higher Education","This course is open to professionals interested in learning more about leadership in higher education for a changing demographic or interested in developing their own leadership skills. The very idea that individuals can be taught to lead is not without its skeptics. Reasonable people, even some scholars in the field, point to the important traits, skills, and attributes that are observed in many visible leaders and contend that certain qualities necessary for effective leadership are not easily transmitted. To accept this premise and conclude that some people are born as natural leaders and others cannot be expected to lead at all is to make a mistake at the other end of the logical spectrum. We believe that leadership can be taught as long as it is concurrently nurtured, that most people possess a constellation of strengths around which they can construct their own leadership philosophy and approach, and that leadership development programming—if done well—can be transformative for organizers and participants.",Personal Development,878,554,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion
COR0638,Introduction to Chemistry:  Structures and Solutions,"This is an introductory course for students with limited background in chemistry; basic concepts such as atomic and molecular structure, solutions, phases of matter, and quantitative problem solving will be emphasized with the goal of preparing students for further study in chemistry.",Chemistry,2695,2255,https://www.coursera.org/learn/basic-chemistry
COR0639,Building AI Powered Chatbots Without Programming,This course will teach you how to create useful chatbots without the need to write any code.,Design and Product,1182,819,https://www.coursera.org/learn/building-ai-powered-chatbots
COR0640,Leading transformations: Manage change,"We live in a globalised world of continuous change. Your ability to successfully manage change will allow you to have a positive impact on your work and your life. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessment) this course will teach you how to effectively influence change by developing a ‘change mindset’, creating a productive change cycle, and leading yourself and others on the change journey. You will learn how to re-imagine change by redefining the change problem and developing a balanced and reflective change mindset. Change is inevitable but you can influence how it affects your organisation.",Leadership and Management,454,387,https://www.coursera.org/learn/change-management
COR0641,Cyber Security Fundamentals,"This course is intended to provide a general introduction to key concepts in cyber security. It is aimed at anyone with a good general knowledge of information and communications technology. The nature, scope and importance of cyber security are explained, and key concepts are justified and explored. This includes examining the types of threat that cyber security must address, as well as the range of mechanisms, both technological and procedural, that can be deployed.",Computer Security and Networks,4386,3753,https://www.coursera.org/learn/cyber-security-fundamentals
COR0642,Diversity and Inclusion in Education,"Student diversity is becoming the rule rather than the exception in education systems across the world. Students bring to classroom different characteristics such as ability and disability, socio-economic background, race, ethnicity, and cultural background, beliefs and religion, and gender characteristics. The United Nations’ Sustainable Development Goal 4 aims to ensure inclusive and equitable quality education and promote lifelong learning opportunities for all (United Nations, 2015). ",Education,2473,1737,https://www.coursera.org/learn/diversity-and-inclusion-education
COR0643,Teach English Now! Foundational Principles,"Through a series of engaging metaphors and stories, prospective and current EFL/ESL teachers will identify, summarize, and evaluate 7 basic language learning paradigms.  Learners will be presented information on such foundational principles as motivation, risk taking, two different modes of learning, and balancing the teacher profession.  Learners are also given an understanding of basic techniques founded on those principles, such as teacher talk, looking “ridiculous” in order to lower the affective filter, and networking.   With these foundational principles in mind, ESL/EFL teachers will scrutinize common assumptions about language learning by comparing how they stack up to research-based core principles.",Education,2096,1567,https://www.coursera.org/learn/english-principles
COR0644,Formal Financial Accounting,"This course builds upon what you learned in Financial Accounting: Foundations and Financial Accounting: Advanced Topics and introduces you to formal foundations of financial accounting. The main purpose of the course is to familiarize you with technical terms in financial accounting, such as debit, credit and T-account. While knowledge on technical aspects of financial accounting is not necessary to understand and interpret financial statements, this knowledge is critical to be able to understand advanced topics in accounting. Formal Financial Accounting is a prerequisite course for the University of Illinois' iMSA program and the terminology we will cover will be used throughout the courses in iMSA program.",Business Essentials,1603,1571,https://www.coursera.org/learn/formal-financial-accounting
COR0645,Marketing Digital en Acción,"Este curso busca entregar los principales pilares en los cuales se debe sustentar toda campaña de difusión de marketing digital, ilustrando los principales conceptos así como las herramientas más importantes.",Marketing,1162,906,https://www.coursera.org/learn/marketing-digital-en-accion
COR0646,Storytelling and influencing: Communicate with impact,"An ambitious vision for the future of your organisation isn’t enough – how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill. Traditional and common-sense models of communication and persuasion often fail to capture the complex nature of ‘influencing’. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) this course will develop your capacity to communicate appropriately in different situational and cultural contexts, making you a highly influential leader.",Leadership and Management,734,665,https://www.coursera.org/learn/communicate-with-impact
COR0647,Influencer Marketing Strategy,Influencer marketing is the practice of engaging internal and industry experts with active networks to help achieve measurable business goals. ,Marketing,1281,708,https://www.coursera.org/learn/influencer-marketing-strategy
COR0648,AI For Everyone,"AI is not only for engineers. If you want your organization to become better at using AI, this is the course to tell everyone--especially your non-technical colleagues--to take. ",Business Strategy,1433,1106,https://www.coursera.org/learn/ai-for-everyone
COR0649,Supervised Machine Learning: Regression and Classification ,"In the first course of the Machine Learning Specialization, you will:",Machine Learning,483,418,https://www.coursera.org/learn/machine-learning
COR0650,"Foundations: Data, Data, Everywhere","This is the first course in the Google Data Analytics Certificate. These courses will equip you with the skills you need to apply to introductory-level data analyst jobs. Organizations of all kinds need data analysts to help them improve their processes, identify opportunities and trends, launch new products, and make thoughtful decisions. In this course, you’ll be introduced to the world of data analytics through hands-on curriculum developed by Google. The material shared covers plenty of key data analytics topics, and it’s designed to give you an overview of what’s to come in the Google Data Analytics Certificate. Current Google data analysts will instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Analysis,1849,1388,https://www.coursera.org/learn/foundations-data
COR0651,Foundations of Project Management,"This course is the first in a series of six to equip you with the skills you need to apply to introductory-level roles in project management. Project managers play a key role in leading, planning and implementing critical projects to help their organizations succeed. In this course, you’ll discover foundational project management terminology and gain a deeper understanding of  the role and responsibilities of a project manager. We’ll also introduce you to the kinds of jobs you might pursue after completing this program. Throughout the program, you’ll learn from current Google project managers, who can provide you with a multi-dimensional educational experience that will help you build your skills  for on-the-job application. ",Leadership and Management,508,276,https://www.coursera.org/learn/project-management-foundations
COR0652,Leadership Skills,"Welcome to the Leadership Skills course! In our increasingly complex world, understanding the practice of leadership is critical. In simpler words, leadership is the practice of influencing people to meet the challenges that will enable them to achieve important individual and organizational goals. This course provides a foundation for leadership practice and aims to take you on a journey of self-discovery. You will also gain insight into building inner stability and developing your leadership skills.",Leadership and Management,1423,742,https://www.coursera.org/learn/leadershipskills
COR0727,First Step Korean,"This is an elementary-level Korean language course, consisting of 5 lessons with 4 units, and covers 4 skills: reading, writing, listening and speaking. The main topics include basic expressions used in everyday life, such as greetings, introducing yourself, talking about your family and a daily life and so on. Each lesson covers dialogues, pronunciation, vocabulary, grammar, quizzes and role-plays. ",Other Languages,1841,1729,https://www.coursera.org/learn/learn-korean
COR0653,Technical Support Fundamentals,"This course is the first of a series that aims to prepare you for a role as an entry-level IT Support Specialist. In this course, you’ll be introduced to the world of Information Technology, or IT. You’ll learn about the different facets of Information Technology, like computer hardware, the Internet, computer software, troubleshooting, and customer service. This course covers a wide variety of topics in IT that are designed to give you an overview of what’s to come in this certificate program.",Support and Operations,4580,2997,https://www.coursera.org/learn/technical-support-fundamentals
COR0654,Foundations of User Experience (UX) Design,"Foundations of User Experience (UX) Design is the first of a series of seven courses that will equip you with the skills needed to apply to entry-level jobs in user experience design. UX designers focus on the interactions that people have with products like websites, mobile apps, and physical objects. UX designers make those everyday interactions usable, enjoyable, and accessible. The role of an entry-level UX designer might include empathizing with users, defining their pain points, coming up with ideas for design solutions, creating wireframes, prototypes, and mockups, and testing designs to get feedback. ",Design and Product,270,236,https://www.coursera.org/learn/foundations-user-experience-design
COR0655,Ask Questions to Make Data-Driven Decisions,"This is the second course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. You’ll build on your understanding of the topics that were introduced in the first Google Data Analytics Certificate course. The material will help you learn how to ask effective questions to make data-driven decisions, while connecting with stakeholders’ needs. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Analysis,2409,1588,https://www.coursera.org/learn/ask-questions-make-decisions
COR0656,Indigenous Canada,"Indigenous Canada is a 12-lesson Massive Open Online Course (MOOC) from the Faculty of Native Studies that explores the different histories and contemporary perspectives of Indigenous peoples living in Canada. From an Indigenous perspective, this course explores complex experiences Indigenous peoples face today from a historical and critical perspective highlighting national and local Indigenous-settler relations. Topics for the 12 lessons include the fur trade and other exchange relationships, land claims and environmental impacts, legal systems and rights, political conflicts and alliances, Indigenous political activism, and contemporary Indigenous life, art and its expressions.",History,1202,965,https://www.coursera.org/learn/indigenous-canada
COR0657,Financial Markets,"An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise.  Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries.  The ultimate goal of this course is using such industries effectively and towards a better society.",Finance,2438,1547,https://www.coursera.org/learn/financial-markets-global
COR0658,Advanced Learning Algorithms,"In the second course of the Machine Learning Specialization, you will:",Machine Learning,3657,1866,https://www.coursera.org/learn/advanced-learning-algorithms
COR0659,The Science of Well-Being,NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens,Personal Development,508,358,https://www.coursera.org/learn/the-science-of-well-being
COR0660,Foundations of Digital Marketing and E-commerce,"This is the first of seven courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the roles and functions that those jobs play within an organization. You’ll also learn about the marketing funnel and how it shapes the customer journey. ",Marketing,140,79,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
COR0661,Project Initiation: Starting a Successful Project,"This is the second course in the Google Project Management Certificate program. This course will show you how to set a project up for success in the first phase of the project life cycle: the project initiation phase. In exploring the key components of this phase, you’ll learn how to define and manage project goals, deliverables, scope, and success criteria. You’ll discover how to use tools and templates like stakeholder analysis grids and project charters to help you set project expectations and communicate roles and responsibilities. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.",Leadership and Management,1736,1447,https://www.coursera.org/learn/project-initiation-google
COR0662,Neural Networks and Deep Learning,"In the first course of the Deep Learning Specialization, you will study the foundational concept of neural networks and deep learning. ",Machine Learning,4936,4034,https://www.coursera.org/learn/neural-networks-deep-learning
COR0663,The Bits and Bytes of Computer Networking,This course is designed to provide a full overview of computer networking. We’ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting. ,Networking,1505,1321,https://www.coursera.org/learn/computer-networking
COR0664,Prepare Data for Exploration,"This is the third course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. As you continue to build on your understanding of the topics from the first two courses, you’ll also be introduced to new topics that will help you gain practical data analytics skills. You’ll learn how to use tools like spreadsheets and SQL to extract and make use of the right data for your objectives and how to organize and protect your data. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Analysis,1363,1190,https://www.coursera.org/learn/data-preparation
COR0665,Introduction to Psychology ,"What are people most afraid of? What do our dreams mean? Are we natural-born racists? What makes us happy? What are the causes and cures of mental illness? This course tries to answer these questions and many others, providing a comprehensive overview of the scientific study of thought and behavior. It explores topics such as perception, communication, learning, memory, decision-making, persuasion, emotions, and social behavior.  We will look at how these aspects of the mind develop in children, how they differ across people, how they are wired-up in the brain, and how they break down due to illness and injury.",Psychology,856,629,https://www.coursera.org/learn/introduction-psychology
COR0666,Introduction to Cybersecurity Tools & Cyber Attacks,"This course gives you the background needed to understand basic Cybersecurity.  You will learn the history of Cybersecurity, types and motives of cyber attacks to further your knowledge of current threats to organizations and individuals.  Key terminology, basic system concepts and tools will be examined as an introduction to the Cybersecurity field.",Cloud Computing,747,689,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks
COR0667,What is Data Science? ,"Do you want to know why Data Science has been labelled as the sexiest profession of the 21st century? After taking this course you will be able to answer this question, and get a thorough understanding of what is Data Science, what data scientists do, and learn about career paths in the field. ",Data Analysis,3533,2658,https://www.coursera.org/learn/what-is-datascience
COR0668,Fundamentals of Project Planning and Management,"Projects are all around us. Virtually every organization runs projects, either formally or informally. We are engaged in projects at home and at work. Across settings, planning principles and execution methodologies can offer ways in which projects can be run more effectively and efficiently. Project management provides organizations (and individuals) with the language and the frameworks for scoping projects, sequencing activities, utilizing resources, and minimizing risks.",Business Essentials,4063,3283,https://www.coursera.org/learn/uva-darden-project-management
COR0669,"Start the UX Design Process: Empathize, Define, and Ideate","Start the UX design process: Empathize, Define, Ideate is the second course in a certificate program that will equip you with the skills needed to apply to entry-level jobs in user experience (UX) design. In this course, you’ll complete the first phases of the design process for a project that you’ll be able to include in your portfolio. You will learn how to empathize with users and understand their pain points, define user needs using problem statements, and come up with lots of ideas for solutions to those user problems. ",Design and Product,2998,2343,https://www.coursera.org/learn/start-ux-design-process
COR0670,Linear Algebra for Machine Learning and Data Science,"After completing this course, learners will be able to:",Algorithms,4190,4021,https://www.coursera.org/learn/machine-learning-linear-algebra
COR0671,"HTML, CSS, and Javascript for Web Developers","Do you realize that the only functionality of a web application that the user directly interacts with is through the web page? Implement it poorly and, to the user, the server-side becomes irrelevant! Today’s user expects a lot out of the web page: it has to load fast, expose the desired service, and be comfortable to view on all devices: from a desktop computers to tablets and mobile phones.",Mobile and Web Development,921,633,https://www.coursera.org/learn/html-css-javascript-for-web-developers
COR0672,Introduction to Data Analytics,"Ready to start a career in Data Analysis but don’t know where to begin? This course presents you with a gentle introduction to Data Analysis, the role of a Data Analyst, and the tools used in this job. You will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips & advice to start a career. This course will help you to differentiate between the roles of Data Analysts, Data Scientists, and Data Engineers. ",Data Analysis,2832,1480,https://www.coursera.org/learn/introduction-to-data-analytics
COR0673,Writing in the Sciences,"This course teaches scientists to become more effective writers, using practical examples and exercises. Topics include: principles of good writing, tricks for writing faster and with less anxiety, the format of a scientific manuscript, peer review, grant writing, ethical issues in scientific publication, and writing for general audiences.",Basic Science,4902,3742,https://www.coursera.org/learn/sciwrite
COR0674,"Unsupervised Learning, Recommenders, Reinforcement Learning","In the third course of the Machine Learning Specialization, you will:",Machine Learning,4593,2573,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning
COR0675,Process Data from Dirty to Clean,"This is the fourth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. You’ll learn how to check and clean your data using spreadsheets and SQL as well as how to verify and report your data cleaning results. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Analysis,2783,1871,https://www.coursera.org/learn/process-data
COR0676,OKR Certification: Leadership and Goal Setting,“Ideas are easy. Execution is everything.” -John Doerr,Leadership and Management,4238,2803,https://www.coursera.org/learn/okr
COR0677,Psychological First Aid,"Learn to provide psychological first aid to people in an emergency by employing the RAPID model: Reflective listening, Assessment of needs, Prioritization, Intervention, and Disposition.",Psychology,676,657,https://www.coursera.org/learn/psychological-first-aid
COR0678,Foundations of Data Science,"This is the first of seven courses in the Google Advanced Data Analytics Certificate, which will help develop the skills needed to apply for more advanced data professional roles, such as an entry-level data scientist or advanced-level data analyst. Data professionals analyze data to help businesses make better decisions. To do this, they use powerful techniques like data storytelling, statistics, and machine learning. In this course, you’ll begin your learning journey by exploring the role of data professionals in the workplace. You’ll also learn about the project workflow PACE (Plan, Analyze, Construct, Execute) and how it can help you organize data projects.   ",Data Analysis,2540,2373,https://www.coursera.org/learn/foundations-of-data-science
COR0679,Stanford Introduction to Food and Health,"Around the world, we find ourselves facing global epidemics of obesity, Type 2 Diabetes and other predominantly diet-related diseases. To address these public health crises, we urgently need to explore innovative strategies for promoting healthful eating. There is strong evidence that global increases in the consumption of heavily processed foods, coupled with cultural shifts away from the preparation of food in the home, have contributed to high rates of preventable, chronic disease. In this course, learners will be given the information and practical skills they need to begin optimizing the way they eat. This course will shift the focus away from reductionist discussions about nutrients and move, instead, towards practical discussions about real food and the environment in which we consume it. By the end of this course, learners should have the tools they need to distinguish between foods that will support their health and those that threaten it. In addition, we will present a compelling rationale for a return to simple home cooking, an integral part of our efforts to live longer, healthier lives.",Nutrition,2595,1546,https://www.coursera.org/learn/food-and-health
COR0680,Successful Negotiation: Essential Strategies and Skills,"We all negotiate on a daily basis. On a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. Negotiation is also the key to business success. No business can survive without profitable contracts. Within a company, negotiation skills can lead to your career advancement. ",Business Essentials,441,261,https://www.coursera.org/learn/negotiation-skills
COR0681,Project Planning: Putting It All Together,"This is the third course in the Google Project Management Certificate program. This course will explore how to map out a project in the second phase of the project life cycle: the project planning phase. You will examine the key components of a project plan, how to make accurate time estimates, and how to set milestones. Next, you will learn how to build and manage a budget and how the procurement processes work. Then, you will discover tools that can help you identify and manage different types of risk and how to use a risk management plan to communicate and resolve risks. Finally, you will explore how to draft and manage a communication plan and how to organize project documentation. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.",Leadership and Management,867,526,https://www.coursera.org/learn/project-planning-google
