CourseId,Title,Category,Total_enrollment,Total_Completions,completion_rate
COR0467,Google Project Management Professional Certificate,Leadership and Management,1020,817,80.09803921568628
COR0468,Google データアナリティクス Professional Certificate,データ分析,1221,863,70.67977067977068
COR0469,Tally Bookkeeper Professional Certificate,Finance,1573,816,51.875397329942786
COR0470,تحليلات البيانات من Google Professional Certificate,Data Analysis,2850,2740,96.14035087719299
COR0471,SAS Visual Business Analytics Professional Certificate,Data Analysis,762,396,51.96850393700787
COR0472,Google UX Design Professional Certificate,Design and Product,3474,2775,79.87910189982729
COR0473,Palo Alto Networks Cybersecurity Professional Certificate,Security,1123,867,77.20391807658059
COR0474,Google IT Support (Deutsch)  Professional Certificate,Support and Operations,3020,1747,57.8476821192053
COR0475,Google IT Support Professional Certificate,Support and Operations,3471,2795,80.52434456928839
COR0476,Google Project Management (DE) Professional Certificate,Leadership and Management,2207,1653,74.89805165382873
COR0477,Marketing en redes sociales de Meta Professional Certificate,Marketing,1781,1441,80.90960134755754
COR0478,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版 Professional Certificate,Machine Learning,3833,2364,61.674928254630835
COR0479,Analitik Data Google Professional Certificate,Data Analysis,4758,4402,92.5178646490122
COR0480,Google Data Analytics (DE) Professional Certificate,Data Analysis,2191,1417,64.6736649931538
COR0481,IBM Machine Learning Professional Certificate,Machine Learning,450,268,59.55555555555555
COR0482,Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,Data Analysis,2105,2010,95.48693586698337
COR0483,IBM Mainframe Developer Professional Certificate,Software Development,2038,1926,94.50441609421001
COR0484,Google Cloud Digital Leader Training Professional Certificate,Cloud Computing,457,411,89.93435448577681
COR0485,IBM z/OS Mainframe Practitioner Professional Certificate,Data Management,1764,1143,64.79591836734694
COR0486,Soporte de Tecnologías de la Información de Google Professional Certificate,Support and Operations,159,122,76.72955974842768
COR0487,Suporte em TI do Google Professional Certificate,Operações e suporte,818,450,55.012224938875306
COR0488,Meta AR Developer  Professional Certificate,Software Development,2593,1443,55.64982645584266
COR0489,Google Professional Workspace Administrator Professional Certificate,Computer Security and Networks,1396,1340,95.98853868194843
COR0490,SAS Advanced Programmer Professional Certificate,Data Analysis,3301,2704,81.91457134201757
COR0491,Goodwill® Career Coach and Navigator Professional Certificate,Education,2316,2235,96.50259067357513
COR0492,Bases de Inteligencia Artificial para Todos Professional Certificate,Software Development,1991,1965,98.69412355600201
COR0493,Desarrollador back-end de Meta Professional Certificate,Mobile and Web Development,2049,1543,75.30502684236214
COR0494,UCI Project Management Professional Certificate,Leadership and Management,748,703,93.98395721925134
COR0724,Structuring Machine Learning Projects,Data Analysis,4733,3566,75.34333403760827
COR1913,Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,Cloud Computing,4355,2569,58.98966704936854
COR0495,Pre-MBA Statistics,Probability and Statistics,4577,3704,80.9263709853616
COR0496,Automation Business Analysis - Concepts and Principles,Business Strategy,463,462,99.78401727861771
COR0497,Probability & Statistics for Machine Learning & Data Science,Algorithms,4649,2664,57.302645730264565
COR0498,Excellence in Online Teaching,Education,1365,995,72.89377289377289
COR0499,Diversité et inclusion sur le lieu de travail ,Leadership and Management,2216,2041,92.1028880866426
COR0500,A Blueprint for Success – Your Video Pre-Production,Personal Development,1458,1319,90.46639231824417
COR0501,Design Thinking: Insights to Inspiration ,Business Strategy,1066,680,63.789868667917446
COR0502,Become a CBRS Certified Professional Installer by Google,Networking,454,350,77.09251101321586
COR0503,Introduction to Statistics,Data Analysis,456,434,95.17543859649122
COR0504,Diversity and inclusion in the workplace,Leadership and Management,3039,2256,74.23494570582429
COR0505,Instructional Design Foundations and Applications,Education,1440,1201,83.40277777777779
COR0506,Project Practicum with Multiple Projects,Leadership and Management,1096,1013,92.42700729927007
COR0507,The Science of Well-Being for Teens,Personal Development,2436,2127,87.31527093596058
COR0508,Introduction to Systematic Review and Meta-Analysis,Research,4495,4369,97.19688542825361
COR0509,Impact Measurement & Management for the SDGs,Leadership and Management,4268,3328,77.97563261480788
COR0510,Introduction to Healthcare,Health Informatics,4517,4322,95.68297542616781
COR0511,Project Execution,Leadership and Management,4793,4230,88.25370331733778
COR0512,Fundamentals of Finance,Finance,1823,969,53.15414152495887
COR0513,Social Psychology,Psychology,2699,1893,70.13708781030012
COR0514,Primeros Auxilios Psicológicos (PAP),Psychology,2429,2079,85.5907780979827
COR0515,AI Fundamentals for Non-Data Scientists,Leadership and Management,513,273,53.216374269005854
COR0516,Wine Tasting: Sensory Techniques for Wine Analysis,Personal Development,4485,4114,91.72798216276477
COR0517,"Cybersecurity Roles, Processes & Operating System Security",Security,1899,1737,91.4691943127962
COR0518,Introduction to Cybersecurity Foundations,Computer Security and Networks,4575,2378,51.978142076502735
COR0519,Managing Emotions in Times of Uncertainty & Stress,Education,4456,2748,61.66965888689408
COR0520,Object-Oriented Data Structures in C++,Software Development,3433,2213,64.46256918147392
COR0521,Cybersecurity for Everyone,Computer Security and Networks,254,196,77.16535433070865
COR0522,ESG Risks and Opportunities,Finance,1151,691,60.03475238922677
COR0523,AI & Law ,Law,4717,4371,92.66482934068264
COR0524,Removing Barriers to Change,Leadership and Management,850,791,93.05882352941175
COR0525,Corporate Strategy ,Business Strategy,4497,3161,70.29130531465422
COR0526,Managerial Accounting Fundamentals,Finance,899,689,76.64071190211345
COR0527,Emotional Intelligence: Cultivating Immensely Human Interactions,Leadership and Management,1045,1028,98.37320574162679
COR0528,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Finance,4814,2664,55.33859576235979
COR0529,Antibiotic Stewardship ,Public Health,305,269,88.19672131147541
COR0530,Introduction to Dental Medicine,Basic Science,2750,2142,77.89090909090909
COR0531,Driving business towards the Sustainable Development Goals,Business Essentials,1677,1279,76.26714370900417
COR1914,Data Analytics in Accounting Capstone,Data Analysis,2161,1198,55.43729754743174
COR0532,Positive Psychiatry and Mental Health ,Basic Science,1247,878,70.40898155573376
COR0533,Global Diplomacy: the United Nations in the World,Governance and Society,1498,1274,85.04672897196261
COR0534,Étudier en France: French Intermediate course B1-B2,Other Languages,1294,1279,98.84080370942813
COR0535,Everyday Parenting: The ABCs of Child Rearing,Psychology,1878,1447,77.05005324813632
COR0536,Introduction to Electronics,Electrical Engineering,4516,4070,90.12400354295838
COR0537,AI For Everyone （すべての人のためのAIリテラシー講座）,Business Strategy,3220,2639,81.95652173913044
COR0538,Economics of Money and Banking,Economics,4910,3050,62.11812627291242
COR0539,Introduction to Scrum Master Training,Design and Product,3541,2641,74.58345100254165
COR0540,Kotlin for Java Developers,Software Development,741,398,53.71120107962213
COR0541,Site Reliability Engineering: Measuring and Managing Reliability,Cloud Computing,1592,1535,96.41959798994975
COR0542,Electric Industry Operations and Markets,Environmental Science and Sustainability,1987,1302,65.52591847005536
COR0543,Moral Foundations of Politics ,Governance and Society,2335,2045,87.58029978586723
COR0544,Principles of Sustainable Finance ,Finance,4563,2520,55.22682445759369
COR0545,Cybersecurity Compliance Framework & System Administration,Security,3931,2697,68.60849656575935
COR1915,The Future of Payment Technologies,Finance,3220,2095,65.06211180124224
COR0546,Spanish for Successful Communication in Healthcare Settings,Patient Care,2341,1256,53.65228534814182
COR0547,Nuts and Bolts of U.S. Immigration Law,Law,1094,901,82.35831809872029
COR0548,Introduction to Philosophy,Philosophy,1044,652,62.45210727969349
COR0549,"FinTech: Foundations, Payments, and Regulations",Business Essentials,4767,4294,90.07761694986365
COR0550,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",Governance and Society,2589,1317,50.869061413673236
COR0551,American Contract Law I,Law,1081,922,85.29139685476412
COR0552,Gender and Sexuality: Diversity and Inclusion in the Workplace,Psychology,3637,2214,60.87434698927687
COR0553,Weight Management: Beyond Balancing Calories,Nutrition,1229,1052,85.59804719283972
COR0725, IT Security: Defense against the digital dark arts ,Security,1326,1050,79.18552036199095
COR0554,Understanding Einstein: The Special Theory of Relativity,Physics and Astronomy,2994,1656,55.31062124248497
COR0555,Understanding Research Methods,Research Methods,3957,3503,88.52666161233257
COR0556,Fundamentals of Engineering Exam Review,Mechanical Engineering,508,329,64.76377952755905
COR0557,Introduction to Engineering Mechanics,Mechanical Engineering,2729,2385,87.39465005496518
COR0558,Getting Started with Go,Software Development,3389,2903,85.65948657421069
COR0559,Leading Diverse Teams & Organizations,Leadership and Management,2330,1614,69.27038626609442
COR0560,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,Business Strategy,1521,1049,68.96778435239975
COR0561,Industrial Biotechnology,Basic Science,3558,1925,54.10342889263631
COR0562,Suicide Prevention,Personal Development,1771,1761,99.43534726143422
COR1916,Automation Techniques in RPA,Software Development,1380,915,66.30434782608695
COR0563,FinTech Law and Policy,Finance,3774,2161,57.26020137784844
COR0564,U.S. Taxation of International Transactions,Business Essentials,1105,861,77.9185520361991
COR0565,Introduction to Sustainability,Environmental Science and Sustainability,4890,2643,54.04907975460122
COR0566,International Security Management,Governance and Society,2551,2378,93.21834574676598
COR0567,Introduction to Chemistry:  Reactions and Ratios,Chemistry,3851,3060,79.45988055050636
COR0568,Strategy and Sustainability,Business Strategy,1709,895,52.369806904622585
COR0569,Python Basics,Software Development,4387,2625,59.83587873261909
COR0570,L'excellence opérationnelle en pratique ,Leadership and Management,3028,2070,68.36195508586526
COR0571,AI Applications in Marketing and Finance,Finance,3521,1984,56.34762851462652
COR0572,Reporting extra-financier et stratégie RSE,Leadership and Management,3594,2515,69.9777406789093
COR0573,Développement psychologique de l'enfant,Psychology,3927,2237,56.964604023427555
COR0574,Business Sustainability in the Circular Economy,Business Essentials,4498,2506,55.71365051133837
COR0575,Introduction to Systems Engineering,Electrical Engineering,1530,1226,80.13071895424837
COR0576,African development – from the past to the present,Economics,2257,1772,78.51129818342933
COR0577,Corporate & Commercial Law I: Contracts & Employment Law,Business Essentials,4934,3703,75.05066882853669
COR0578,Auditing I: Conceptual Foundations of Auditing,Business Essentials,372,230,61.82795698924731
COR0579,"Innovation Through Design: Think, Make, Break, Repeat",Entrepreneurship,3995,2049,51.28911138923654
COR0580,International Law in Action: the Arbitration of International Disputes,Law,4711,2954,62.704309063893014
COR0581,Blockchain: Foundations and Use Cases,Computer Security and Networks,2529,1334,52.7481217872677
COR0582,Precision Medicine,Research,1003,695,69.29212362911267
COR0583,Introduction to Forensic Science,Basic Science,3038,2829,93.12047399605004
COR0584,Customer Segmentation and Prospecting,Business Essentials,4858,4817,99.15603128859613
COR0585,Fundamentals of Machine Learning for Healthcare,Machine Learning,1710,1121,65.55555555555556
COR0586,Introduction to English Common Law,Law,3634,2079,57.20968629609246
COR0587,A Law Student's Toolkit,Law,4398,3416,77.67166894042747
COR0588,Essentials of Global Health,Public Health,2957,2217,74.97463645586744
COR0589,ESG and Climate Change,Business Strategy,2124,1350,63.559322033898304
COR0590,International Organizations Management ,Leadership and Management,3268,3206,98.10281517747858
COR0591,Ordered Data Structures,Software Development,2458,2073,84.33685923515053
COR0592,Transgender Medicine for General Medical Providers,Patient Care,644,343,53.2608695652174
COR0593,Malware Analysis and Introduction to Assembly Language,Security,1222,1110,90.83469721767594
COR0594,21st Century Energy Transition: how do we make it work?,Environmental Science and Sustainability,3500,2328,66.51428571428572
COR0595,Entrepreneurship Strategy: From Ideation to Exit,Leadership and Management,2721,2132,78.35354649026092
COR0596,Big History: Connecting Knowledge,History,4598,2748,59.76511526750761
COR0597,"AI, Business & the Future of Work",Business Strategy,2426,1217,50.1648804616653
COR0598,Sports Marketing,Marketing,1682,1233,73.30558858501783
COR0599,Curanderismo: Traditional Healing Using Plants,History,1865,1494,80.10723860589812
COR0600,Financial Acumen for Non-Financial Managers,Business Essentials,3043,2742,90.10844561288202
COR0601,Making Architecture,Music and Art,1295,751,57.992277992278
COR0602,Equine Welfare and Management,Animal Health,1652,1563,94.61259079903148
COR0603,Machine Learning for All,Software Development,159,135,84.90566037735849
COR0604,Introduction to Quantum Information,Math and Logic,613,597,97.38988580750407
COR0605,Foundations for Assisting in Home Care,Patient Care,4442,2281,51.350742908599734
COR0606,Engineering Health: Introduction to Yoga and Physiology,Basic Science,4701,3810,81.04658583280153
COR0607,Queering Identities: LGBTQ+ Sexuality and Gender Identity,Education,2775,2022,72.86486486486487
COR0608,Aboriginal Worldviews and Education,Education,230,196,85.21739130434783
COR0609,Scrum Master Certification: Scrum Methodologies,Design and Product,4277,3497,81.7629179331307
COR0610,Sustainable Fashion,Business Strategy,731,600,82.07934336525308
COR0611,Medical Terminology I,Basic Science,2341,1780,76.03588210166595
COR0612,Banking and Financial Institutions,Finance,562,440,78.29181494661923
COR0613,Introduction to Back-End Development,Mobile and Web Development,858,772,89.97668997668997
COR0614,Politics and Economics of International Energy,Economics,4948,4205,84.98383185125303
COR0615,Finding Purpose and Meaning In Life: Living for What Matters Most,Personal Development,1339,1286,96.04182225541449
COR0616,Central Banks and Monetary Policy,Business Essentials,2823,2577,91.28586609989372
COR0617,Leading Healthcare Quality and Safety,Healthcare Management,1378,1292,93.75907111756169
COR0726,Build Wireframes and Low-Fidelity Prototypes,Design and Product,3025,2341,77.38842975206612
COR0618,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Research Methods,1638,1282,78.26617826617827
COR0619,Introduction to Clinical Data,Data Analysis,4860,4839,99.5679012345679
COR0620,"The Modern World, Part Two: Global History since 1910",History,4609,3047,66.10978520286396
COR0621,Word Forms and Simple Present Tense,Learning English,1571,1494,95.0986632718014
COR0622,ESG Impact: Investor Perspective,Finance,1877,1519,80.92701118806606
COR0623,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",Business Essentials,4022,2325,57.8070611636002
COR0624,Machine Translation,Machine Learning,4025,3614,89.7888198757764
COR0625,Feminism and Social Justice,History,981,691,70.43832823649338
COR0626,Introduction to Portfolio Construction and Analysis with Python,Finance,2891,2182,75.47561397440332
COR0627,Introduction to Comparative Indo-European Linguistics,Other Languages,3832,3287,85.7776617954071
COR0628,Linear Circuits 1: DC Analysis,Electrical Engineering,4497,2402,53.413386702245944
COR0629,Deep Neural Networks with PyTorch,Machine Learning,2270,2252,99.20704845814979
COR0630,Introduction to Economic Theories,Economics,2380,1339,56.260504201680675
COR0631,Security & Safety Challenges in a Globalized World,Governance and Society,728,514,70.6043956043956
COR0632,AI Strategy and Governance,Machine Learning,3653,3426,93.78592937311798
COR0633,The Science of Stem Cells,Basic Science,4509,2665,59.10401419383455
COR0634,Nutrition and Lifestyle in Pregnancy,Nutrition,658,448,68.08510638297872
COR0635,Introduction to Self-Driving Cars,Software Development,4584,2637,57.526178010471206
COR0636,Business Models For Sustainability,Business Strategy,3916,2247,57.379979570990805
COR0637,"Leading for Equity, Diversity and Inclusion in Higher Education",Personal Development,878,554,63.097949886104786
COR0638,Introduction to Chemistry:  Structures and Solutions,Chemistry,2695,2255,83.6734693877551
COR0639,Building AI Powered Chatbots Without Programming,Design and Product,1182,819,69.28934010152284
COR0640,Leading transformations: Manage change,Leadership and Management,454,387,85.24229074889867
COR0641,Cyber Security Fundamentals,Computer Security and Networks,4386,3753,85.56771545827634
COR0642,Diversity and Inclusion in Education,Education,2473,1737,70.23857662757784
COR0643,Teach English Now! Foundational Principles,Education,2096,1567,74.76145038167938
COR0644,Formal Financial Accounting,Business Essentials,1603,1571,98.00374298190893
COR0645,Marketing Digital en Acción,Marketing,1162,906,77.96901893287436
COR0646,Storytelling and influencing: Communicate with impact,Leadership and Management,734,665,90.59945504087193
COR0647,Influencer Marketing Strategy,Marketing,1281,708,55.26932084309133
COR0648,AI For Everyone,Business Strategy,1433,1106,77.18073970690858
COR0649,Supervised Machine Learning: Regression and Classification ,Machine Learning,483,418,86.5424430641822
COR0650,"Foundations: Data, Data, Everywhere",Data Analysis,1849,1388,75.06760411032991
COR0651,Foundations of Project Management,Leadership and Management,508,276,54.330708661417326
COR0652,Leadership Skills,Leadership and Management,1423,742,52.143359100491914
COR0727,First Step Korean,Other Languages,1841,1729,93.91634980988593
COR0653,Technical Support Fundamentals,Support and Operations,4580,2997,65.43668122270742
COR0654,Foundations of User Experience (UX) Design,Design and Product,270,236,87.4074074074074
COR0655,Ask Questions to Make Data-Driven Decisions,Data Analysis,2409,1588,65.91946865919469
COR0656,Indigenous Canada,History,1202,965,80.2828618968386
COR0657,Financial Markets,Finance,2438,1547,63.45365053322395
COR0658,Advanced Learning Algorithms,Machine Learning,3657,1866,51.025430680885975
COR0659,The Science of Well-Being,Personal Development,508,358,70.47244094488188
COR0660,Foundations of Digital Marketing and E-commerce,Marketing,140,79,56.42857142857143
COR0661,Project Initiation: Starting a Successful Project,Leadership and Management,1736,1447,83.35253456221197
COR0662,Neural Networks and Deep Learning,Machine Learning,4936,4034,81.72609400324149
COR0663,The Bits and Bytes of Computer Networking,Networking,1505,1321,87.77408637873754
COR0664,Prepare Data for Exploration,Data Analysis,1363,1190,87.30741012472487
COR0665,Introduction to Psychology ,Psychology,856,629,73.48130841121495
COR0666,Introduction to Cybersecurity Tools & Cyber Attacks,Cloud Computing,747,689,92.23560910307899
COR0667,What is Data Science? ,Data Analysis,3533,2658,75.23351259552788
COR0668,Fundamentals of Project Planning and Management,Business Essentials,4063,3283,80.80236278611864
COR0669,"Start the UX Design Process: Empathize, Define, and Ideate",Design and Product,2998,2343,78.15210140093396
COR0670,Linear Algebra for Machine Learning and Data Science,Algorithms,4190,4021,95.96658711217184
COR0671,"HTML, CSS, and Javascript for Web Developers",Mobile and Web Development,921,633,68.72964169381108
COR0672,Introduction to Data Analytics,Data Analysis,2832,1480,52.259887005649716
COR0673,Writing in the Sciences,Basic Science,4902,3742,76.33618931048551
COR0674,"Unsupervised Learning, Recommenders, Reinforcement Learning",Machine Learning,4593,2573,56.02003048116699
COR0675,Process Data from Dirty to Clean,Data Analysis,2783,1871,67.2296083363277
COR0676,OKR Certification: Leadership and Goal Setting,Leadership and Management,4238,2803,66.13968853232657
COR0677,Psychological First Aid,Psychology,676,657,97.18934911242604
COR0678,Foundations of Data Science,Data Analysis,2540,2373,93.4251968503937
COR0679,Stanford Introduction to Food and Health,Nutrition,2595,1546,59.57610789980732
COR0680,Successful Negotiation: Essential Strategies and Skills,Business Essentials,441,261,59.183673469387756
COR0681,Project Planning: Putting It All Together,Leadership and Management,867,526,60.66897347174164
COR0682,Tools for Data Science,Data Analysis,2118,1460,68.93295561850803
COR0683,"Python for Data Science, AI & Development",Data Analysis,3220,2339,72.63975155279503
COR0684,Foundations of Business Intelligence,Data Analysis,180,144,80.0
COR0685,Private Equity and Venture Capital,Finance,3498,2418,69.12521440823328
COR0686,Operating Systems and You: Becoming a Power User,Support and Operations,818,427,52.20048899755502
COR0687,Programming for Everybody (Getting Started with Python),Software Development,4792,4453,92.92570951585977
COR0688,Attract and Engage Customers with Digital Marketing,Marketing,4277,2793,65.30278232405891
COR0689,Analyze Data to Answer Questions,Data Analysis,1382,1307,94.57308248914616
COR0690,Natural Language Processing with Classification and Vector Spaces,Machine Learning,616,502,81.4935064935065
COR0691,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Machine Learning,650,425,65.38461538461539
COR0692,Bookkeeping Basics,Business Essentials,678,402,59.29203539823009
COR0693,Agile Project Management,Leadership and Management,681,355,52.12922173274597
COR0694,Agile with Atlassian Jira,Software Development,2423,2063,85.14238547255468
COR0695,Crash Course on Python,Support and Operations,1778,1701,95.66929133858267
COR0696,Organizational Analysis ,Leadership and Management,1272,708,55.660377358490564
COR0697,Business Analytics with Excel: Elementary to Advanced,Business Essentials,3042,2750,90.40105193951348
COR0698,SQL for Data Science,Data Analysis,1726,1472,85.28389339513326
COR0699,"Brand Management: Aligning Business, Brand and Behaviour",Entrepreneurship,4383,3936,89.80150581793292
COR0700,Introduction to Artificial Intelligence (AI),Machine Learning,4356,3237,74.31129476584022
COR0701,Get Started with Python,Data Analysis,1524,1294,84.90813648293964
COR1942,The Structured Query Language (SQL),Data Analysis,1215,916,75.39094650205762
COR0702,Game Theory,Economics,3145,1686,53.60890302066773
COR0703, System Administration and IT Infrastructure Services,Support and Operations,904,618,68.36283185840708
COR0704,Artificial Intelligence in Marketing,Marketing,4829,3288,68.08863118658107
COR0705,Project Execution: Running the Project,Leadership and Management,2132,1119,52.4859287054409
COR0706,Excel Basics for Data Analysis,Data Analysis,3159,2358,74.64387464387464
COR0707,AWS Cloud Practitioner Essentials,Cloud Computing,173,112,64.73988439306359
COR0708,Share Data Through the Art of Visualization,Data Analysis,2734,1649,60.314557425018286
COR0709,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Business Essentials,2472,2347,94.94336569579288
COR0710,Introduction to Cloud Computing,Cloud Computing,4443,4013,90.32185460274589
COR0711,Introduction to Machine Learning in Production,Machine Learning,1750,1706,97.48571428571428
COR1943,Leading Teams: Developing as a Leader,Leadership and Management,541,400,73.93715341959334
COR0712,The Strategy of Content Marketing,Marketing,847,814,96.1038961038961
COR0713,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",Software Development,3517,2036,57.890247369917546
COR0714,Connected Leadership,Personal Development,2973,1606,54.019508913555335
COR0715,Management of Fashion and Luxury Companies,Leadership and Management,1592,1543,96.92211055276381
COR0716,Child Nutrition and Cooking,Nutrition,426,412,96.71361502347418
COR0717,Data Analysis with R Programming,Data Analysis,1418,772,54.442877291960514
COR0718,Learning How to Learn: Powerful mental tools to help you master tough subjects,Personal Development,4475,2399,53.60893854748603
COR0719,Overcoming Dyslexia,Research,1083,704,65.00461680517083
COR0720,Viral Marketing and How to Craft Contagious Content,Marketing,975,493,50.56410256410256
COR0721,Convolutional Neural Networks,Machine Learning,1180,1165,98.72881355932203
COR0722,SQL: A Practical Introduction for Querying Databases,Data Analysis,569,378,66.4323374340949
COR0728,Human Resources Analytics,Leadership and Management,357,354,99.15966386554622
COR0729,Fundamentals of Quantitative Modeling,Business Essentials,3241,2304,71.08917000925639
COR0730,Understanding the Brain: The Neurobiology of Everyday Life,Basic Science,3504,1903,54.3093607305936
COR0731,ITIL 4 Exam Preparation,Support and Operations,1724,1023,59.338747099767986
COR0732,Introduction to User Experience Design ,Design and Product,4284,4051,94.56115779645191
COR0733,Introduction to Social Media Marketing,Marketing,192,173,90.10416666666666
COR0734,Medical Neuroscience,Research,589,346,58.74363327674024
COR0735,Databases and SQL for Data Science with Python,Data Analysis,3967,2206,55.60877237206957
COR0736,Data Science Methodology,Data Analysis,331,258,77.94561933534743
COR0737,Excel Skills for Business: Essentials,Business Essentials,1030,561,54.46601941747573
COR0738,Machine Learning with Python,Machine Learning,4445,3744,84.2294713160855
COR0739,Sequence Models,Machine Learning,2093,1926,92.02102245580507
COR0740,Global Diplomacy – Diplomacy in the Modern World,Governance and Society,1189,639,53.74264087468461
COR0741,Introduction to Financial Accounting,Business Essentials,229,117,51.09170305676856
COR0742,Introduction to Front-End Development,Mobile and Web Development,4750,2377,50.0421052631579
COR0743,Principles of Management,Leadership and Management,3925,3395,86.49681528662421
COR0744,Food & Beverage Management,Leadership and Management,2017,1255,62.221120475954386
COR0745,Google Data Analytics Capstone: Complete a Case Study,Data Analysis,1635,918,56.14678899082569
COR0746,From Likes to Leads: Interact with Customers Online,Marketing,4979,3409,68.46756376782487
COR0747,Python Project for Data Science,Data Analysis,4038,3485,86.30510153541357
COR0748,Cryptography I,Computer Security and Networks,1472,1144,77.71739130434783
COR0749,An Introduction to American Law,Law,1212,905,74.66996699669967
COR0750,Marketing Analytics,Marketing,4000,2953,73.825
COR0751,Introductory Human Physiology,Basic Science,4505,2569,57.02552719200887
COR0752,International Women's Health and Human Rights,Public Health,2347,1633,69.5781849169152
COR0753,Machine Learning Foundations for Product Managers,Machine Learning,1690,1598,94.55621301775147
COR0754,Introduction to Psychology,Psychology,3307,2832,85.63652857574841
COR0755,Capstone: Applying Project Management in the Real World,Leadership and Management,2150,1776,82.6046511627907
COR0756,Write Professional Emails in English,Learning English,2401,2050,85.381091211995
COR0757,Introduction to Marketing,Marketing,4077,2454,60.191317144959534
COR0758,Narrative Economics,Economics,2933,2017,68.7691783157177
COR0759,Data Analysis with Python,Data Analysis,4860,3955,81.37860082304526
COR0760,Gamification,Design and Product,4884,4855,99.40622440622441
COR0761,Digital Product Management: Modern Fundamentals,Leadership and Management,2307,1588,68.83398352839185
COR0762,The Path to Insights: Data Models and Pipelines,Data Analysis,3737,2604,69.68156275086969
COR0763,Learn to Program: The Fundamentals,Software Development,4448,2957,66.47931654676259
COR0764,Python Data Structures,Software Development,4402,3965,90.0726942298955
COR0765,Behavioral Finance,Finance,2970,2054,69.15824915824916
COR0766,Calculus for Machine Learning and Data Science,Algorithms,4687,3929,83.82760827821635
COR0767,Introduction to Data Engineering,Data Management,4706,3790,80.53548661283469
COR0768,Finance for Non-Finance Professionals,Finance,4883,3044,62.338726192914194
COR0769,Essentials in Clinical Simulations Across the Health Professions,Healthcare Management,3498,2046,58.490566037735846
COR0770,Microeconomics Principles,Economics,3160,2958,93.60759493670886
COR0771,Forensic Accounting and Fraud Examination,Finance,4882,2648,54.240065546907005
COR0772,Design and Interpretation of Clinical Trials,Research,827,513,62.031438935912945
COR0773,Customer Analytics,Business Strategy,4893,2686,54.89474759861026
COR0774,Introduction to Financial Analysis - The Why?,Business Essentials,4587,3938,85.85131894484412
COR0775,AWS Cloud Technical Essentials,Cloud Computing,796,465,58.417085427135675
COR0776,Conduct UX Research and Test Early Concepts,Design and Product,4702,3296,70.09783071033603
COR0777,Customer Service Fundamentals,Support and Operations,1717,1209,70.41351193942924
COR0778,Data Management for Clinical Research,Research,4708,4449,94.49872557349192
COR0779,Fundamentals of Graphic Design,Music and Art,1793,1498,83.54712771890685
COR0780,Build Basic Generative Adversarial Networks (GANs),Machine Learning,1507,811,53.81552753815527
COR0781,English for Career Development,Learning English,3871,3528,91.13924050632912
COR0782,Project Launch,Leadership and Management,1903,1726,90.6988964792433
COR0783,Introduction to Calculus,Math and Logic,1212,784,64.68646864686468
COR0784,Natural Language Processing with Probabilistic Models,Machine Learning,1822,1405,77.11306256860593
COR0785,Computational Thinking for Problem Solving,Algorithms,1071,578,53.96825396825397
COR0786,Data Visualization and Dashboards with Excel and Cognos,Data Analysis,3408,3060,89.7887323943662
COR0787,Introduction to Python Programming,Software Development,2136,2094,98.03370786516854
COR0788,Assets in Accounting,Business Essentials,4703,3626,77.09972358069317
COR0789,Doing more with Google Sheets,Business Essentials,2379,1706,71.71080285834385
COR0790,Contabilidad para no contadores ,Finance,3711,2662,71.73268660738346
COR0791,Convolutional Neural Networks in TensorFlow,Machine Learning,1725,1071,62.08695652173913
COR0792,Go Beyond the Numbers: Translate Data into Insights,Data Analysis,2118,1177,55.57129367327668
COR0793,Animal Behaviour and Welfare,Animal Health,3562,2967,83.29590117911286
COR0794,Understanding Clinical Research: Behind the Statistics,Research,3299,3036,92.02788723855714
COR0795,Introduction to Mathematical Thinking,Math and Logic,1293,1061,82.05723124516628
COR0796,Circular Economy - Sustainable Materials Management,Environmental Science and Sustainability,3146,2683,85.28289891926255
COR0797,Addiction Treatment: Clinical Skills for Healthcare Providers,Patient Care,1594,1051,65.93475533249686
COR0798,Machine Learning Data Lifecycle in Production ,Machine Learning,4201,2523,60.0571292549393
COR0799,"Information Systems Auditing, Controls and Assurance",Security,1450,1007,69.44827586206897
COR0800,Python and Statistics for Financial Analysis,Finance,3422,3270,95.55815312682641
COR0801,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Algorithms,2809,1915,68.17372730509078
COR0802,Introduction to DevOps,Software Development,4640,3671,79.11637931034483
COR0803,International Humanitarian Law in Theory and Practice ,Law,1083,736,67.95937211449676
COR0804,Think Outside the Inbox: Email Marketing,Marketing,4926,3813,77.40560292326431
