CourseID,title,short_intro,category,total_enrollments,completion_rate,total_completions,skills
COR0284,"Organizational Leadership in Diversity, Equity & Inclusion Specialization",Paper plant war magazine politics. Think true room only science mission.,Leadership and Management,324,0.6018518518518519,195,"['Financial Modeling', 'Data Analysis']"
COR0285,Survey Data Collection and Analytics  Specialization,That woman citizen report myself price in. Alone remember American tonight young half describe.,Data Analysis,3497,0.5378896196740063,1881,"['Creativity', 'Project Management']"
COR0286,The Fundamentals of Personal Finance Specialization,Among then see laugh again land condition social. Response why rise center force guess individual.,Business Essentials,2716,0.9952135493372608,2703,"['Communication', 'Agile Development', 'Problem Solving']"
COR0287,Financial Reporting Specialization,These training always religious dark.,Business Essentials,396,0.8333333333333334,330,"['Excel', 'Agile Development']"
COR0288,Salesforce Fundamentals Specialization,Down risk history. House task majority program able end.,Business Essentials,2131,0.7311121539183482,1558,"['Agile Development', 'Problem Solving', 'Critical Thinking']"
COR0289,Advanced Statistics for Data Science Specialization,So consider poor participant small let free. Room poor movie upon opportunity.,Math and Logic,2406,0.7992518703241895,1923,"['Problem Solving', 'Data Analysis']"
COR0290,How to Start Your Own Business Specialization,City source require rule personal natural.,Entrepreneurship,384,0.6223958333333334,239,"['Agile Development', 'Data Analysis', 'Collaboration']"
COR0291,Patient Safety Specialization,Parent Mrs southern politics let.,Patient Care,3555,0.9308016877637132,3309,"['Project Management', 'Financial Modeling']"
COR0292,Uncommon Sense Teaching Specialization,Leg happen executive hard movement. Black piece show defense happy hundred marriage image.,Education,4685,0.6251867662753469,2929,"['Creativity', 'Project Management']"
COR0293,Advanced Business Analytics Specialization,Television option compare phone represent price. Painting its consumer that marriage main boy.,Business Essentials,1922,0.8595213319458896,1652,"['Data Analysis', 'Agile Development']"
COR0294,Digital Fashion Innovation Specialization,Onto method smile maybe above issue Congress adult.,Business Strategy,4695,0.843024494142705,3958,"['Project Management', 'Creativity', 'Data Analysis']"
COR0295,Competitive Strategy and Organization Design Specialization,Difficult give fund product industry community. Heart cup just sure.,Business Strategy,4619,0.6791513314570253,3137,"['Creativity', 'Project Management', 'Software Development', 'Data Analysis']"
COR0296,Computer Security and Systems Management Specialization,Hope record economy toward almost. Seat fund short grow region wish.,Security,3552,0.7176238738738738,2549,"['Financial Modeling', 'Collaboration', 'Communication']"
COR0297,Business English for Non-Native Speakers Specialization,Actually number expect our. In imagine measure staff actually history return.,Business Essentials,504,0.7261904761904762,366,"['Project Management', 'Creativity', 'Financial Modeling']"
COR0298,Cloud Computing Law Specialization,Collection financial white chance stay skill rise authority.,Law,1855,0.9757412398921832,1810,"['Creativity', 'Problem Solving']"
COR0299,"Project Management: Tools, Approaches, Behavioural Skills  Specialization",May but to move American. Decision big science church as war few allow.,Leadership and Management,264,0.6553030303030303,173,"['Agile Development', 'Excel', 'Collaboration']"
COR0300,Optical Engineering Specialization,Deep player specific. Once member five system grow off one loss.,Electrical Engineering,1845,0.8222222222222222,1517,"['Critical Thinking', 'Problem Solving', 'Excel', 'Data Analysis']"
COR0301,Android App Development Specialization,Local of indeed close significant. If above fire commercial get start only.,Mobile and Web Development,2588,0.8083462132921174,2092,"['Creativity', 'Critical Thinking', 'Financial Modeling']"
COR0302,Introduction to Public Relations and the Media Specialization,Group series coach success man. Include increase clearly begin chair.,Marketing,1203,0.772236076475478,929,"['Communication', 'Collaboration', 'Data Analysis', 'Financial Modeling']"
COR0303,Cloud-Native Development with OpenShift and Kubernetes Specialization,Ability many whether big identify.,Cloud Computing,664,0.802710843373494,533,"['Software Development', 'Data Analysis', 'Problem Solving']"
COR0304,Developing Your Musicianship Specialization,Option often image from nothing heavy option.,Music and Art,1950,0.7574358974358975,1477,"['Critical Thinking', 'Communication', 'Software Development']"
COR0305,Innovation: From Creativity to Entrepreneurship Specialization,Alone born option series us history model future. Environment camera cost.,Leadership and Management,4089,0.8752751283932502,3579,"['Financial Modeling', 'Agile Development']"
COR0306,C++ Programming for Unreal Game Development Specialization,Scene begin away final white environment occur. Sound that bill.,Software Development,607,0.7644151565074135,464,"['Financial Modeling', 'Data Analysis']"
COR0307,Mathematics for Engineers Specialization,Compare information gas vote join. Instead result list.,Math and Logic,4224,0.8444602272727273,3567,"['Creativity', 'Excel']"
COR0308,Marketing Mix Implementation Specialization,Course need cost. Time total animal down simply.,Marketing,4181,0.5651757952642908,2363,"['Excel', 'Creativity', 'Communication']"
COR0309,TensorFlow: Data and Deployment Specialization,Food than industry evening.,Machine Learning,828,0.572463768115942,474,"['Excel', 'Financial Modeling', 'Collaboration']"
COR0310,Content Strategy for Professionals Specialization,Three particular capital woman third data nature.,Marketing,2507,0.913841244515357,2291,"['Software Development', 'Python', 'Critical Thinking', 'Excel']"
COR0311,Digital Marketing Strategy and Planning Specialization,Animal water technology out lawyer collection itself eat. Safe produce change white own protect.,Marketing,2507,0.7989629038691664,2003,"['Creativity', 'Problem Solving', 'Critical Thinking']"
COR0312,Organizational Change and Culture for Adopting Google Cloud Specialization,Partner daughter reality responsibility dream.,Cloud Computing,3426,0.5233508464681844,1792,"['Python', 'Data Analysis', 'Problem Solving']"
COR0313,Foundations of Global Health Specialization,Lose teacher seven score yes behind. Data marriage case heavy section important.,Public Health,3167,0.8632775497316072,2734,"['Problem Solving', 'Software Development', 'Project Management']"
COR0314,Essentials of Corporate Finance Specialization,Design cell small public have fine stage. Lawyer perhaps cultural goal manage central wonder.,Finance,2770,0.8563176895306859,2372,"['Python', 'Collaboration', 'Software Development', 'Creativity']"
COR0315,Python for Cybersecurity Specialization,How rule cost.,Security,3582,0.6046901172529313,2166,"['Communication', 'Critical Thinking', 'Agile Development', 'Project Management']"
COR0316,Object Oriented Java Programming: Data Structures and Beyond Specialization,Truth system late tend book.,Software Development,2750,0.9716363636363636,2672,"['Python', 'Financial Modeling']"
COR0317,Integrative Nursing Specialization,Cause cost worker film child. Opportunity success wife life source win shake.,Patient Care,3600,0.9625,3465,"['Data Analysis', 'Critical Thinking']"
COR0318,Accounting Data Analytics Specialization,Too level detail simply art including organization.,Data Analysis,3248,0.9448891625615764,3069,"['Problem Solving', 'Agile Development']"
COR0319,Habilidades Gerenciales  Specialization,Nearly writer whether week.,Personal Development,4148,0.8599324975891997,3567,"['Communication', 'Problem Solving', 'Project Management']"
COR0320,Become a Journalist: Report the News! Specialization,Current PM argue place seem garden.,Music and Art,4100,0.871219512195122,3572,"['Critical Thinking', 'Financial Modeling']"
COR0321,Introduction to Electricity and Magnetism Specialization,Economic even report position simple main war. Argue drive team teacher whatever.,Physics and Astronomy,4264,0.6719043151969981,2865,"['Project Management', 'Financial Modeling', 'Software Development']"
COR0322,Modern Big Data Analysis with SQL Specialization,Maybe expert rather issue within mention.,Data Analysis,1372,0.652332361516035,895,"['Excel', 'Communication', 'Financial Modeling', 'Agile Development']"
COR0323,Clinical Data Science Specialization,Themselves consumer market listen material industry.,Data Analysis,4401,0.5873665076119063,2585,"['Data Analysis', 'Critical Thinking', 'Excel', 'Project Management']"
COR0324,Diseño y Gestión de Proyectos de Desarrollo Specialization,Like final week between she term. Civil give value author return surface here over.,Governance and Society,3861,0.5444185444185444,2102,"['Financial Modeling', 'Software Development', 'Problem Solving']"
COR0325,Memoir and Personal Essay: Write About Yourself Specialization,Goal none public discussion.,Music and Art,4080,0.8904411764705882,3633,"['Python', 'Critical Thinking']"
COR0326,Improving Leadership & Governance in Nonprofit Organizations Specialization,Meet should shoulder indeed.,Leadership and Management,307,0.6872964169381107,211,"['Project Management', 'Critical Thinking', 'Financial Modeling']"
COR0327,Game Design and Development with Unity 2020 Specialization,Take nothing attention financial so leader.,Software Development,4238,0.5412930627654554,2294,"['Problem Solving', 'Critical Thinking', 'Communication', 'Creativity']"
COR0328,Health Information Literacy for Data Analytics Specialization,Too establish then fire herself mean. Hit purpose soldier grow deal down plan.,Health Informatics,1144,0.5244755244755245,600,"['Collaboration', 'Project Management', 'Agile Development', 'Data Analysis']"
COR0329,Systems Biology and Biotechnology Specialization,Town shoulder game sister now kitchen. Quality finally imagine government worry home fish.,Biology,2034,0.5152409046214356,1048,"['Project Management', 'Problem Solving', 'Collaboration', 'Data Analysis']"
COR0330,TensorFlow 2 for Deep Learning Specialization,Medical close include model environmental only.,Machine Learning,1605,0.8785046728971962,1410,"['Critical Thinking', 'Problem Solving', 'Data Analysis', 'Project Management']"
COR0331,Digital Transformation in Financial Services Specialization,Realize population owner just.,Business Strategy,4341,0.783229670582815,3400,"['Agile Development', 'Financial Modeling', 'Problem Solving', 'Data Analysis']"
COR0332,Digital Transformation Using AI/ML with Google Cloud Specialization,Area heart thank.,Cloud Computing,1834,0.5381679389312977,986,"['Collaboration', 'Agile Development', 'Data Analysis', 'Problem Solving']"
COR0333,Data Science with Databricks for Data Analysts Specialization,These or number see machine visit marriage.,Data Analysis,4461,0.759470970634387,3388,"['Collaboration', 'Financial Modeling']"
COR0334,Healthcare Marketplace Specialization,Tough past personal idea around clearly.,Healthcare Management,522,0.5842911877394636,305,"['Software Development', 'Agile Development', 'Collaboration']"
COR0335,Online Learning  Design for Educators Specialization,Likely training however important miss institution politics. Have well early company.,Education,1331,0.9196093163035312,1224,"['Python', 'Critical Thinking']"
COR0336,Statistical Thermodynamics Specialization,Authority important smile sister. Together popular indicate action big have nation.,Mechanical Engineering,1559,0.5920461834509301,923,"['Agile Development', 'Data Analysis', 'Creativity', 'Project Management']"
COR0337,User Interface Design Specialization,Statement rock society peace partner less short low.,Design and Product,882,0.7891156462585034,696,"['Critical Thinking', 'Data Analysis']"
COR0338,JavaScript for Beginners Specialization,Property kitchen discuss television student enter value.,Mobile and Web Development,2523,0.8977407847800237,2265,"['Agile Development', 'Financial Modeling']"
COR0339,Immunology: The Immune System and its Failures Specialization,Read door center picture six such. Fund production add country.,Basic Science,2454,0.9995925020374898,2453,"['Financial Modeling', 'Data Analysis']"
COR0340,Image Processing for Engineering and Science Specialization,Analysis million staff animal. Student same any.,Electrical Engineering,4276,0.5222170252572498,2233,"['Communication', 'Problem Solving']"
COR0341,Autodesk CAD/CAM for Manufacturing Specialization,Bank summer take budget.,Mechanical Engineering,4092,0.5603616813294232,2293,"['Python', 'Creativity', 'Excel']"
COR0342,"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization",Brother what there choice pretty.,Software Development,891,0.797979797979798,711,"['Project Management', 'Excel', 'Agile Development', 'Creativity']"
COR0343,Adapting: Career Development Specialization,Begin resource resource agreement girl employee. Success night create knowledge.,Leadership and Management,3588,0.580546265328874,2083,"['Communication', 'Python', 'Creativity', 'Software Development']"
COR0344,Claves de la Dirección de Empresas Specialization,Today early evening decade receive out. Fall unit old study.,Leadership and Management,813,0.5215252152521526,424,"['Communication', 'Agile Development']"
COR0345,European Business Law  Specialization,Author church friend evening catch agreement. Rest cold around top.,Law,3224,0.9913151364764268,3196,"['Financial Modeling', 'Collaboration', 'Python', 'Project Management']"
COR0346,Information​ ​Systems Specialization,Social next politics think take. News experience able do describe since song.,Support and Operations,2661,0.9887260428410372,2631,"['Agile Development', 'Communication', 'Financial Modeling']"
COR0347,IBM AI Enterprise Workflow Specialization,Management language smile to. Family toward board.,Machine Learning,419,0.8949880668257757,375,"['Project Management', 'Agile Development', 'Creativity']"
COR0348,Programming in C++: A Hands-on Introduction Specialization,Need body score mention both. Particular impact star billion information cover stock establish.,Software Development,406,0.7980295566502463,324,"['Agile Development', 'Problem Solving', 'Financial Modeling']"
COR0349,The Teacher and Social and Emotional Learning (SEL) Specialization,Investment wrong skin scene. Unit technology owner rather half.,Education,892,0.9338565022421524,833,"['Problem Solving', 'Financial Modeling', 'Critical Thinking', 'Software Development']"
COR0350,Business English Specialization,Start begin executive behind tree everybody. Animal late sell knowledge account miss.,Learning English,4072,0.6763261296660118,2754,"['Agile Development', 'Python', 'Financial Modeling']"
COR0351,Value-Based Care Specialization,Program push during yard major boy.,Healthcare Management,3889,0.7297505785548984,2838,"['Critical Thinking', 'Python', 'Collaboration']"
COR0352,Marketing with TikTok Specialization,This doctor American have. Through room director may nor.,Marketing,4331,0.7656430385592242,3316,"['Project Management', 'Excel', 'Creativity']"
COR0353,Vital Skills for Data Science Specialization,Mention over box fire. Every school very shake speak.,Data Analysis,3781,0.8704046548532134,3291,"['Data Analysis', 'Collaboration', 'Agile Development', 'Software Development']"
COR0354,Building Cloud Computing Solutions at Scale Specialization,White present everyone outside subject beautiful. Leave maybe summer condition someone.,Cloud Computing,4653,0.845905867182463,3936,"['Project Management', 'Software Development', 'Critical Thinking', 'Financial Modeling']"
COR0355,International Marketing & Cross Industry Growth  Specialization,Still marriage fact research.,Marketing,1510,0.7132450331125828,1077,"['Python', 'Creativity', 'Financial Modeling']"
COR0356,Building No-Code Apps with AppSheet Specialization,Mrs great near five. Us mention professor investment individual skill quite.,Cloud Computing,1717,0.99009900990099,1700,"['Critical Thinking', 'Data Analysis', 'Excel', 'Agile Development']"
COR0357,CAD and Digital Manufacturing Specialization,Spring senior sense history.,Mechanical Engineering,2591,0.7468159011964492,1935,"['Collaboration', 'Project Management', 'Python', 'Creativity']"
COR0358,Palliative Care: It's Not Just Hospice Anymore Specialization,Mrs glass form least.,Patient Care,1531,0.8830829523187459,1352,"['Project Management', 'Critical Thinking', 'Excel']"
COR0359,Plant Bioinformatic Methods Specialization,Value provide Mr couple military drive. Structure table these than.,Research Methods,654,0.5382262996941896,351,"['Python', 'Critical Thinking', 'Creativity', 'Collaboration']"
COR0360,3D Printing and Additive Manufacturing Specialization,Drug indeed cultural put consumer public. Employee Mr expect forget hotel cut woman.,Design and Product,134,0.8432835820895522,113,"['Creativity', 'Agile Development', 'Communication', 'Data Analysis']"
COR0361,Implementación del Marketing Mix Specialization,Rather us responsibility nor example since. Me teacher pay president Mr.,Marketing,1692,0.6826241134751773,1155,"['Data Analysis', 'Excel', 'Problem Solving']"
COR0362,Learn English: Advanced Grammar and Punctuation Specialization,May raise time how. Cell sell religious girl also thought law.,Learning English,655,0.6519083969465649,427,"['Critical Thinking', 'Excel', 'Project Management']"
COR0363,Leverage Data Science for a More Agile Supply Chain Specialization,Else follow husband film successful piece.,Data Analysis,4676,0.8928571428571429,4175,"['Creativity', 'Data Analysis']"
COR0364,Art for Games  Specialization,Evidence once billion fall onto.,Music and Art,1597,0.8922980588603632,1425,"['Collaboration', 'Problem Solving', 'Communication', 'Creativity']"
COR0365,Getting Started with Google Workspace en Español Specialization,Character minute stuff return site operation instead.,Cloud Computing,3862,0.5994303469704816,2315,"['Data Analysis', 'Communication', 'Financial Modeling', 'Software Development']"
COR0366,Career Self-Management Training and Certification Specialization,Cell job throughout lose name worry. Expert scene commercial develop choice effort behind.,Business Essentials,3847,0.530803223290876,2042,"['Project Management', 'Python', 'Software Development', 'Agile Development']"
COR0367,Introduction to Scripting in Python Specialization,Many north left feeling. Strategy source I knowledge capital low.,Software Development,2952,0.8326558265582655,2458,"['Collaboration', 'Critical Thinking', 'Agile Development', 'Project Management']"
COR0368,Market Research Specialization,Tell too agency fire PM pick stage.,Marketing,1374,0.8224163027656477,1130,"['Project Management', 'Financial Modeling', 'Software Development']"
COR0369,Administración de Proyectos: Principios Básicos Specialization,Movie able miss baby a friend and himself. Before cost market color less.,Leadership and Management,1878,0.5117145899893504,961,"['Communication', 'Collaboration', 'Software Development', 'Financial Modeling']"
COR0370,AI in Healthcare Specialization,Lose difficult health realize.,Machine Learning,403,0.8734491315136477,352,"['Communication', 'Software Development', 'Agile Development']"
COR0371,The Art of Sales: Mastering the Selling Process Specialization,Political possible edge phone. Boy discussion concern effort.,Leadership and Management,4734,0.956696239966202,4529,"['Python', 'Agile Development']"
COR0372,Self-Driving Cars Specialization,Section price cut example upon small order. Outside if door key.,Software Development,1562,0.7976952624839949,1246,"['Creativity', 'Python', 'Software Development', 'Data Analysis']"
COR0373,Anatomy Specialization,Keep language media officer amount feeling certainly society.,Basic Science,2350,0.7719148936170213,1814,"['Software Development', 'Problem Solving', 'Communication']"
COR0374,Learn English: Beginning Grammar Specialization,Mrs meeting story. Finish throughout medical ask impact business police establish.,Learning English,1291,0.7738187451587917,999,"['Data Analysis', 'Excel', 'Problem Solving', 'Creativity']"
COR0375,IELTS Preparation Specialization,Likely girl technology growth.,Learning English,436,0.8302752293577982,362,"['Python', 'Software Development']"
COR0376,"Modern Robotics:  Mechanics, Planning, and Control Specialization",Blood necessary station leader like.,Mechanical Engineering,2608,0.7001533742331288,1826,"['Creativity', 'Problem Solving', 'Agile Development']"
COR0377,Extended Reality for Everybody Specialization,Age guy bring leg. Not seem evening study reveal sit.,Design and Product,2904,0.8230027548209367,2390,"['Critical Thinking', 'Python', 'Problem Solving']"
COR0378,Algebra: Elementary to Advanced Specialization,Night office film account we. Throughout after too section turn push history ground.,Math and Logic,2447,0.5884756845116469,1440,"['Financial Modeling', 'Communication', 'Python', 'Software Development']"
COR0379,Business and Marketing Strategies Specialization,Computer truth west on concern. Treat miss mission clearly.,Marketing,1559,0.90891597177678,1417,"['Creativity', 'Financial Modeling', 'Collaboration']"
COR0380,Digital Technologies and the Future of Manufacturing  Specialization,Few wish cell people try job size weight. Various entire as agent group its energy main.,Business Strategy,3628,0.908489525909592,3296,"['Project Management', 'Agile Development', 'Python']"
COR0381,Web3 and Blockchain in Global Commerce Specialization,Decide successful together star various behind poor. Catch effort onto of high focus receive difficult.,Computer Security and Networks,1615,0.7331269349845201,1184,"['Python', 'Financial Modeling', 'Project Management', 'Excel']"
COR0382,Fundraising and Development Specialization,Data mission staff exist.,Business Strategy,731,0.7934336525307798,580,"['Creativity', 'Excel', 'Python']"
COR0383,Become a Sustainable Business Change Agent Specialization,Then southern sister win generation.,Leadership and Management,3941,0.5397107333164172,2127,"['Critical Thinking', 'Project Management', 'Agile Development']"
COR0384,Interviewing and Resume Writing in English Specialization,Couple toward turn song also. Finish audience garden challenge determine.,Business Essentials,406,0.8891625615763546,361,"['Critical Thinking', 'Problem Solving', 'Project Management', 'Python']"
COR0385,Learn Mandarin Chinese Specialization,Better car example despite hope people smile.,Other Languages,1973,0.5362392295995946,1058,"['Collaboration', 'Financial Modeling']"
COR0386,Newborn Baby Care Specialization,Strong level none simple network. Better good teach camera call.,Patient Care,2105,0.7049881235154394,1484,"['Financial Modeling', 'Excel', 'Communication']"
COR0387,商务基础 (中文版) Specialization,Goal other three little.,Business Essentials,3634,0.6326362135388002,2299,"['Communication', 'Python', 'Collaboration']"
COR0388,Scrum Master Certification Specialization,Entire interview wide get woman. Every sea evening forward.,Design and Product,645,0.8790697674418605,567,"['Critical Thinking', 'Excel', 'Collaboration', 'Project Management']"
COR0389,Programming with Google Go Specialization,Result help second dinner. Population political argue card.,Software Development,248,0.6129032258064516,152,"['Communication', 'Agile Development', 'Software Development', 'Project Management']"
COR0390,Sports Performance Analytics Specialization,Father there standard positive.,Data Analysis,1643,0.6195982958003652,1018,"['Communication', 'Agile Development', 'Python']"
COR0391,Learn Spanish: Basic Spanish Vocabulary Specialization,Call fine run responsibility. Though house hard may.,Other Languages,4648,0.5135542168674698,2386,"['Problem Solving', 'Agile Development']"
COR0392,Blockchain Revolution Specialization,Exist born occur.,Software Development,899,0.5450500556173526,490,"['Financial Modeling', 'Communication']"
COR0393,Creating Business Value with Data and Looker Specialization,Your may military exactly.,Cloud Computing,137,0.7883211678832117,108,"['Financial Modeling', 'Software Development', 'Collaboration']"
COR0394,TOEFL Preparation Specialization,Center art food sister out.,Learning English,2062,0.8055286129970902,1661,"['Collaboration', 'Project Management', 'Problem Solving']"
COR0395,Foundations of Public Health Practice Specialization,Take begin way anything guy. Rock century budget either.,Public Health,4999,0.902980596119224,4514,"['Project Management', 'Financial Modeling', 'Collaboration']"
COR0396,Computational Social Science Specialization,Third career blue TV clearly government be.,Data Analysis,3960,0.8585858585858586,3400,"['Collaboration', 'Python', 'Creativity']"
COR0397,"Energy Production, Distribution & Safety Specialization",Daughter step stay firm long. Loss various quickly tree camera policy.,Electrical Engineering,2344,0.976962457337884,2290,"['Collaboration', 'Problem Solving', 'Software Development', 'Critical Thinking']"
COR0398,Digitalisation in Aeronautics and Space Specialization,Word record huge read tend institution similar.,Mechanical Engineering,877,0.74230330672748,651,"['Project Management', 'Software Development']"
COR0399,Introducción a la inteligencia artificial Specialization,Create traditional stage account always. Might study indicate behavior nature join group.,Algorithms,208,0.9230769230769232,192,"['Project Management', 'Excel', 'Problem Solving', 'Financial Modeling']"
COR0400,Digital Health Specialization,Name include couple scene. Project office court no beyond.,Public Health,4157,0.5325956218426751,2214,"['Excel', 'Agile Development', 'Problem Solving']"
COR0401,Sales Operations/Management Specialization,Whole human consumer some friend. Happen southern executive add.,Leadership and Management,1704,0.9014084507042254,1536,"['Data Analysis', 'Python']"
COR0402,The Art of Visual Storytelling Specialization,Book notice specific imagine.,Personal Development,701,0.8873038516405135,622,"['Financial Modeling', 'Communication', 'Problem Solving', 'Software Development']"
COR0403,Advanced Leadership Skills for the 21st Century Specialization,Audience early occur right financial improve. Continue hair admit relationship three spring.,Leadership and Management,290,0.8,232,"['Collaboration', 'Python']"
COR0404,Advanced Embedded Linux Development Specialization,Plant style after approach how brother.,Software Development,1596,0.9862155388471178,1574,"['Problem Solving', 'Agile Development', 'Financial Modeling']"
COR0405,Strategic Thinking for Everyone Specialization,Reveal ten factor middle response matter.,Personal Development,475,0.8631578947368421,410,"['Problem Solving', 'Python', 'Agile Development', 'Critical Thinking']"
COR0406,Professional Selling: 3 Steps to High-Performance Specialization,Let example control minute increase while you teacher. Word clearly industry our player blood former.,Marketing,313,0.549520766773163,172,"['Agile Development', 'Software Development', 'Project Management']"
COR0407,GPU Programming Specialization,Sit long wide entire activity treatment.,Software Development,4927,0.5762127055003045,2839,"['Critical Thinking', 'Agile Development', 'Communication']"
COR0408,Healthy and Sustainable Foods and Products Specialization,Throw Congress plan.,Public Health,1033,0.5363020329138432,554,"['Collaboration', 'Financial Modeling', 'Agile Development', 'Excel']"
COR0409,Communication For Everyone  Specialization,Item ground experience sing president where.,Personal Development,1849,0.8918334234721471,1649,"['Financial Modeling', 'Critical Thinking']"
COR0410,Principles of Leadership: Leading Technical Teams Specialization,Example wall study reflect peace painting card.,Personal Development,3069,0.8279569892473119,2541,"['Excel', 'Python', 'Software Development', 'Creativity']"
COR0411,"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",Whatever fact very.,Leadership and Management,3217,0.5032639104755984,1619,"['Python', 'Critical Thinking']"
COR0412,Home-Based Child Care Specialization,Until own Mrs.,Education,941,0.5494155154091392,517,"['Communication', 'Financial Modeling']"
COR0413,Deep Learning for Healthcare Specialization,Use appear economic increase something.,Machine Learning,2408,0.5647840531561462,1360,"['Critical Thinking', 'Excel', 'Data Analysis']"
COR0414,Google Data Analytics Professional Certificate,Measure ask through thing control. Bad finally fly Democrat local magazine mouth throughout.,Data Analysis,3397,0.9640859581984104,3275,"['Agile Development', 'Python']"
COR0415,Google Project Management: Professional Certificate,Between myself believe card moment goal ready. Sit actually push charge when collection fall simple.,Leadership and Management,4614,0.5439965322930213,2510,"['Python', 'Software Development', 'Project Management', 'Financial Modeling']"
COR0416,IBM Data Science Professional Certificate,Deep floor mouth interview brother attack understand end.,Data Analysis,135,0.8740740740740741,118,"['Communication', 'Critical Thinking', 'Software Development', 'Financial Modeling']"
COR0417,Google UX Design Professional Certificate,It pull for soldier evidence. Range real treat member early.,Design and Product,459,0.9782135076252724,449,"['Financial Modeling', 'Problem Solving']"
COR0418,Google IT Support Professional Certificate,Once thing blood level.,Support and Operations,414,0.6376811594202898,264,"['Agile Development', 'Python', 'Project Management']"
COR0419,IBM Data Analyst Professional Certificate,Man believe pull cost practice school forward. Into few open any institution.,Data Analysis,4393,0.6207603004780332,2727,"['Agile Development', 'Python', 'Data Analysis']"
COR0420,Google Digital Marketing & E-commerce Professional Certificate,General particular east should. Tend nature owner during movement standard.,Marketing,1514,0.9425363276089828,1427,"['Collaboration', 'Python', 'Critical Thinking', 'Problem Solving']"
COR0421,IBM DevOps and Software Engineering Professional Certificate,Less result central parent act.,Software Development,3794,0.8621507643647865,3271,"['Project Management', 'Collaboration']"
COR0422,IBM Full Stack Software Developer Professional Certificate,Not under animal listen interesting effect. Trip song strong their.,Cloud Computing,3553,0.7390937236138474,2626,"['Financial Modeling', 'Project Management', 'Excel', 'Collaboration']"
COR0423,IBM Data Engineering Professional Certificate,Sort gun you since gas magazine. From here often brother trouble inside together.,Data Management,641,0.592823712948518,380,"['Financial Modeling', 'Software Development', 'Project Management', 'Problem Solving']"
COR0424,IBM Data Analytics with Excel and R Professional Certificate,Society him myself deep this. Attack month subject from deal instead.,Data Analysis,2000,0.621,1242,"['Creativity', 'Financial Modeling']"
COR0425,IBM Cybersecurity Analyst Professional Certificate,Consider else land line training account administration him. Run individual present rate job general.,Security,4934,0.57701661937576,2847,"['Problem Solving', 'Critical Thinking']"
COR0426,Google Advanced Data Analytics Professional Certificate,Daughter eat piece two list free. Boy between trouble.,Data Analysis,2230,0.5443946188340807,1214,"['Software Development', 'Data Analysis']"
COR0427,IBM Back-End Development Professional Certificate,Own vote somebody down onto. Over eat there democratic doctor meeting.,Software Development,1394,0.6908177905308465,963,"['Communication', 'Agile Development']"
COR0428,IBM Applied AI Professional Certificate,World end majority phone product center quite.,Machine Learning,4099,0.5530617223713101,2267,"['Data Analysis', 'Excel', 'Python', 'Creativity']"
COR0429,Meta Front-End Developer Professional Certificate,Central face personal worry agency national strategy.,移动和网络开发,3333,0.696969696969697,2323,"['Software Development', 'Agile Development', 'Collaboration', 'Creativity']"
COR0430,IBM IT Support  Professional Certificate,Brother throughout thought study we Mrs.,Support and Operations,1544,0.8775906735751295,1355,"['Excel', 'Financial Modeling']"
COR0431,Google IT Automation with Python Professional Certificate,Work Congress outside visit standard play.,Support and Operations,1763,0.8667044809982983,1528,"['Creativity', 'Project Management', 'Problem Solving']"
COR0432,IBM Data Warehouse Engineer Professional Certificate,Meet keep item.,Data Management,4085,0.5331701346389229,2178,"['Python', 'Problem Solving', 'Creativity']"
COR0433,IBM AI Engineering Professional Certificate,Table pull conference bit ability. Wait he sit important draw chance.,Machine Learning,2125,0.6352941176470588,1350,"['Agile Development', 'Python']"
COR0434,IBM Applied DevOps Engineering Professional Certificate,Would upon woman wide. Manager marriage economic include.,Software Development,3503,0.8555523836711391,2997,"['Communication', 'Python']"
COR0435,Meta Social Media Marketing Professional Certificate,Radio customer follow power.,Marketing,3634,0.7894881673087507,2869,"['Data Analysis', 'Excel', 'Agile Development', 'Problem Solving']"
COR0436,Intuit Academy Bookkeeping Professional Certificate,Her region ask teach first administration figure close.,Business Essentials,3476,0.8271001150747986,2875,"['Critical Thinking', 'Communication']"
COR0437,DeepLearning.AI TensorFlow Developer Professional Certificate,Beyond man politics in.,Machine Learning,4302,0.5165039516503952,2222,"['Python', 'Communication']"
COR0438,Meta Back-End Developer Professional Certificate,Worker might media determine movie piece personal. Individual news black over modern military.,Mobile and Web Development,2392,0.5367892976588629,1284,"['Data Analysis', 'Software Development']"
COR0439,Meta iOS Developer Professional Certificate,Century at field movement argue.,Mobile and Web Development,3585,0.8898186889818689,3190,"['Critical Thinking', 'Project Management']"
COR0440,Google Business Intelligence Professional Certificate,Scientist data cold center.,Data Analysis,2424,0.7438118811881188,1803,"['Project Management', 'Excel']"
COR0441,Meta Android Developer Professional Certificate,Investment worry open behavior.,Mobile and Web Development,3453,0.7590501013611353,2621,"['Python', 'Software Development']"
COR0442,Meta Database Engineer Professional Certificate,Watch season least expect short together. Decade environment three develop position expert.,Data Management,2153,0.5638643752902927,1214,"['Communication', 'Software Development']"
COR0443,Análisis de Datos de Google Professional Certificate,Bad push local white but evidence occur.,Análisis de Datos,3961,0.7955061853067408,3151,"['Data Analysis', 'Software Development', 'Project Management', 'Collaboration']"
